"gene_td","gene_zm","log2FC_protein","log2FC_RNA","padj_RNA","DAP","DEG","highlight"
"Td00001aa004295","Zm00001eb247000",2.72312156542709,-0.778086364589342,0.257933210594527,"Up","NS","NS"
"Td00001aa004305","Zm00001eb246850",0.000281790138040955,-0.646580268522829,0.136283420841658,"NS","NS","NS"
"Td00001aa004315","Zm00001eb246750",-0.453341289893241,-1.25388065612919,0.00220949546253234,"NS","Down","NS"
"Td00001aa004318","Zm00001eb246720",-0.192117042123204,0.138668024009147,0.809199303665242,"NS","NS","NS"
"Td00001aa004331","Zm00001eb246620",0.257906341980269,0.252087098416276,0.568899899565278,"NS","NS","NS"
"Td00001aa004340","Zm00001eb246530",0.48126008627836,-0.0371992408110724,0.950331997944263,"NS","NS","NS"
"Td00001aa004346","Zm00001eb246450",0.0341006728400735,0.154098633926871,0.737943368184951,"NS","NS","NS"
"Td00001aa004356","Zm00001eb246350",0.141610889802204,0.904315778792546,0.0244547324515428,"NS","NS","NS"
"Td00001aa004358","Zm00001eb246330",-0.070859699969474,0.38503021454574,0.16881831570786,"NS","NS","NS"
"Td00001aa004363","Zm00001eb246270",-0.239577076658472,0.606154626908602,0.169849486007956,"NS","NS","NS"
"Td00001aa004380","Zm00001eb246090",0.101198130419795,-0.309723893677477,0.565661642618901,"NS","NS","NS"
"Td00001aa004381","Zm00001eb246080",0.132631497608945,0.120279239916497,0.833291944572614,"NS","NS","NS"
"Td00001aa004406","Zm00001eb245740",0.256152730036874,-0.279795447284257,0.484476882641931,"NS","NS","NS"
"Td00001aa004413","Zm00001eb245640",-0.746314343327565,0.429547814963938,0.397481853237237,"NS","NS","NS"
"Td00001aa004459","Zm00001eb245250",-0.088208224737071,-0.151774215984398,0.857277232584646,"NS","NS","NS"
"Td00001aa004461","Zm00001eb245230",0.382086554634285,-1.39079136813705,0.0279335860628684,"NS","Down","NS"
"Td00001aa004518","Zm00001eb244860",-0.729682744519975,0.176104404692633,0.774831258826548,"NS","NS","NS"
"Td00001aa004575","Zm00001eb244170",0.41894689911694,-0.184955126729432,0.858433878383637,"NS","NS","NS"
"Td00001aa004618","Zm00001eb243810",-0.269203140276503,0.363048725047673,0.351410400882224,"NS","NS","NS"
"Td00001aa004630","Zm00001eb243600",-0.355653500977341,0.10205584424911,0.8242137954612,"NS","NS","NS"
"Td00001aa004632","Zm00001eb243590",0.551750410069529,0.467780036266876,0.328701934048184,"NS","NS","NS"
"Td00001aa004645","Zm00001eb243460",-0.139386857232825,-1.2065333910891,0.0127733768858256,"NS","Down","NS"
"Td00001aa004647","Zm00001eb243440",0.219696007331631,0.853590941464452,0.0272899112747479,"NS","NS","NS"
"Td00001aa004670","Zm00001eb181690",0.534670720160163,0.321164675222583,0.618219809623482,"NS","NS","NS"
"Td00001aa004680","Zm00001eb243040",-1.60377229718401,0.173034664000851,0.78269915790676,"Down","NS","NS"
"Td00001aa004682","Zm00001eb243010",-0.666280265183153,0.107729899295747,0.835443198092898,"NS","NS","NS"
"Td00001aa004700","Zm00001eb242800",0.770944249844997,2.15996619194029,0.349856121775975,"NS","NS","NS"
"Td00001aa004701","Zm00001eb242790",-0.242634544967594,0.402236541823805,0.264617401050359,"NS","NS","NS"
"Td00001aa004721","Zm00001eb242610",1.49443655442176,0.143622999218326,0.892803699502562,"Up","NS","NS"
"Td00001aa004731","Zm00001eb242440",-0.199248785720327,-0.136690986249772,0.778202760485093,"NS","NS","NS"
"Td00001aa004735","Zm00001eb242380",-0.307466986370713,0.203959857577431,0.723814212868025,"NS","NS","NS"
"Td00001aa004745","Zm00001eb242260",0.549298138926807,0.707743031160489,0.0993486284844488,"NS","NS","NS"
"Td00001aa004757","Zm00001eb242100",-0.240494708305026,0.606760085861257,0.00922535563546528,"NS","NS","NS"
"Td00001aa004786","Zm00001eb241810",0.517573998132518,0.280410306012396,0.473772705057336,"NS","NS","NS"
"Td00001aa004794","Zm00001eb241690",0.065153159774635,-0.164308284285068,0.654410750593361,"NS","NS","NS"
"Td00001aa004811","Zm00001eb241500",-0.148901845692065,0.737633854068162,0.0754565827014667,"NS","NS","NS"
"Td00001aa004866","Zm00001eb240720",0.151428892200849,0.13971091850452,0.82773863664156,"NS","NS","NS"
"Td00001aa004869","Zm00001eb240700",0.950765859192958,2.22590857472672,5.41301909481314e-08,"NS","Up","NS"
"Td00001aa004886","Zm00001eb240440",0.0823337548360095,1.19507342767149,0.00314085968195832,"NS","Up","NS"
"Td00001aa004913","Zm00001eb240160",0.033102142733176,0.45557516164971,0.099868702148469,"NS","NS","NS"
"Td00001aa004916","Zm00001eb240130",0.339097537191498,0.413111222534207,0.36954243608835,"NS","NS","NS"
"Td00001aa004922","Zm00001eb240090",0.135227444893004,-0.395630879782601,0.253240529170092,"NS","NS","NS"
"Td00001aa004930","Zm00001eb240020",0.0382892324918765,0.0395094459378248,0.930441554699914,"NS","NS","NS"
"Td00001aa004939","Zm00001eb239890",-0.107019327083001,-0.0322204436775579,0.936807013506853,"NS","NS","NS"
"Td00001aa004942","Zm00001eb239790",-0.0791563040311593,0.482184325336978,0.283815837015682,"NS","NS","NS"
"Td00001aa004962","Zm00001eb239520",-0.33379562842711,0.288444893160389,0.467925294809601,"NS","NS","NS"
"Td00001aa004979","Zm00001eb239300",0.213001949164072,0.616855009660123,0.0220715560186555,"NS","NS","NS"
"Td00001aa005001","Zm00001eb238670",0.0849311049229955,0.776682916180868,0.123586925693188,"NS","NS","NS"
"Td00001aa005018","Zm00001eb238460",-0.208114341100807,-0.447894372596815,0.578448079136312,"NS","NS","NS"
"Td00001aa005088","Zm00001eb237750",-0.160310311607912,-0.502286816317839,0.0980521414649698,"NS","NS","NS"
"Td00001aa005106","Zm00001eb237500",-0.17591918536751,-0.269852003670656,0.719345306361914,"NS","NS","NS"
"Td00001aa005115","Zm00001eb237390",-0.101064859838061,-0.0562183782151318,0.953507835749944,"NS","NS","NS"
"Td00001aa005150","Zm00001eb237090",0.0218191575144732,0.499804799624922,0.119874428948473,"NS","NS","NS"
"Td00001aa005153","Zm00001eb237050",0.332913970337097,0.28134702095314,0.76842143815905,"NS","NS","NS"
"Td00001aa005184","Zm00001eb236850",-1.09144295248029,0.272395005898248,0.715090570717882,"Down","NS","NS"
"Td00001aa005203","Zm00001eb236650",-0.131274484158322,-0.421721291496277,0.103999054237556,"NS","NS","NS"
"Td00001aa005231","Zm00001eb236410",-0.015528004241677,-0.00115729173194103,0.998781518519942,"NS","NS","NS"
"Td00001aa005240","Zm00001eb236320",-0.275007598500261,-0.0821386438001594,0.902527861840864,"NS","NS","NS"
"Td00001aa005256","Zm00001eb235980",-0.0435829766734882,0.129046384247259,0.852873658809431,"NS","NS","NS"
"Td00001aa005362","Zm00001eb234730",-0.134479755920841,-0.210822774042084,0.587703965798844,"NS","NS","NS"
"Td00001aa005368","Zm00001eb234660",0.0773169895733853,0.293643572174558,0.332031117474478,"NS","NS","NS"
"Td00001aa005386","Zm00001eb234400",0.340406368534965,0.341908019013234,0.274221676653978,"NS","NS","NS"
"Td00001aa005388","Zm00001eb234390",0.086860531086347,0.88080379234505,4.1995293028265e-05,"NS","NS","NS"
"Td00001aa005408","Zm00001eb234160",0.51950855661044,0.201490183094715,0.701948970517042,"NS","NS","NS"
"Td00001aa005420","Zm00001eb234080",-0.276530308616294,-0.091059713771524,0.877067030157822,"NS","NS","NS"
"Td00001aa005444","Zm00001eb233720",-1.47411495836505,-1.05464689603866,0.0155242510137894,"Down","Down","Down"
"Td00001aa005455","Zm00001eb233650",-0.549318890055854,-0.00915619287895882,0.985880975823127,"NS","NS","NS"
"Td00001aa005464","Zm00001eb233510",-0.251977355240844,0.568982657329566,0.00711823366193078,"NS","NS","NS"
"Td00001aa005467","Zm00001eb233450",-0.737422825150343,0.569960474503323,0.0926112642490052,"NS","NS","NS"
"Td00001aa005489","Zm00001eb233140",-0.404600050595925,0.0296098365436282,0.958671771449637,"NS","NS","NS"
"Td00001aa005500","Zm00001eb233090",0.533540889223114,0.214615269446926,0.669009849557757,"NS","NS","NS"
"Td00001aa005503","Zm00001eb233070",0.399504035986395,0.0659445667422651,0.834898531858026,"NS","NS","NS"
"Td00001aa005508","Zm00001eb233020",-0.276152149931588,-0.451096357493162,0.361644758552798,"NS","NS","NS"
"Td00001aa005535","Zm00001eb232720",-0.571443431898334,0.0428202143590836,0.949142336037895,"NS","NS","NS"
"Td00001aa005553","Zm00001eb232640",-0.44762349340069,-0.0316852488744732,0.96602116681382,"NS","NS","NS"
"Td00001aa005585","Zm00001eb232360",-0.284371828811702,0.560526348880641,0.0892566024234257,"NS","NS","NS"
"Td00001aa005591","Zm00001eb232310",-0.223070945337219,-0.0495098200449625,0.928960671871821,"NS","NS","NS"
"Td00001aa005598","Zm00001eb232220",-0.0774939713029524,0.171916841070853,0.660502579409936,"NS","NS","NS"
"Td00001aa005601","Zm00001eb232170",0.427271867014424,0.18618730482782,0.731097625924391,"NS","NS","NS"
"Td00001aa005618","Zm00001eb232030",-0.798472660880441,-0.236675572030852,0.668808175421223,"NS","NS","NS"
"Td00001aa005634","Zm00001eb231820",-0.14326738802574,-0.38486015031,0.284324964698605,"NS","NS","NS"
"Td00001aa005636","Zm00001eb231800",0.129321945815583,0.531188067642197,0.241134386676956,"NS","NS","NS"
"Td00001aa005646","Zm00001eb231620",-0.027196120893031,0.302350767781556,0.365285283449893,"NS","NS","NS"
"Td00001aa005658","Zm00001eb231490",-0.257760540469613,0.194589473807253,0.552684132524636,"NS","NS","NS"
"Td00001aa005664","Zm00001eb231430",0.0114272470773654,-0.151792588203485,0.718709701695913,"NS","NS","NS"
"Td00001aa005677","Zm00001eb231220",0.0182809968809833,0.537960298037864,0.0288389162352609,"NS","NS","NS"
"Td00001aa005690","Zm00001eb231050",0.0839201238228858,-0.0855368356064808,0.876606553187242,"NS","NS","NS"
"Td00001aa005694","Zm00001eb231020",-0.606390816515201,-0.0440956737240203,0.940478480293846,"NS","NS","NS"
"Td00001aa005698","Zm00001eb230940",-0.050407774282027,0.0601652988502522,0.909854546239704,"NS","NS","NS"
"Td00001aa005711","Zm00001eb230780",0.197870939582494,0.464379986648113,0.272384440682248,"NS","NS","NS"
"Td00001aa005723","Zm00001eb230540",-0.202674822243218,0.0336840430738454,0.934900445448248,"NS","NS","NS"
"Td00001aa005725","Zm00001eb230510",-0.042215527465324,-0.525758415318411,0.232713025882497,"NS","NS","NS"
"Td00001aa005738","Zm00001eb208230",-0.732999987096617,0.00624104818917214,0.992062525565551,"NS","NS","NS"
"Td00001aa005745","Zm00001eb230230",-0.108347710457229,0.0746783233110866,0.894710226979818,"NS","NS","NS"
"Td00001aa005755","Zm00001eb230070",-0.267465499928404,0.743426160161141,0.321931479577432,"NS","NS","NS"
"Td00001aa005757","Zm00001eb230050",-0.0735774319551663,0.0163012718529097,0.97924459847962,"NS","NS","NS"
"Td00001aa005796","Zm00001eb229550",0.353673759890975,0.315699141670569,0.256013367173815,"NS","NS","NS"
"Td00001aa005799","Zm00001eb229520",-0.125036207293138,0.129097831438137,0.775471182831659,"NS","NS","NS"
"Td00001aa005805","Zm00001eb229440",-0.320335738584359,2.53697821840734,0.163910354560659,"NS","NS","NS"
"Td00001aa005818","Zm00001eb229320",-0.0442206102422425,-0.723354485265037,0.0124765115059592,"NS","NS","NS"
"Td00001aa005860","Zm00001eb132380",-0.0640996176446087,0.439721647849657,0.253050312851093,"NS","NS","NS"
"Td00001aa005892","Zm00001eb132880",0.042749296166206,0.305188606825437,0.371679208852643,"NS","NS","NS"
"Td00001aa005911","Zm00001eb133110",-0.781959936309723,0.197995432286286,0.736352397016994,"NS","NS","NS"
"Td00001aa005913","Zm00001eb133140",0.98220932635467,-0.20901957912024,0.750476320234203,"NS","NS","NS"
"Td00001aa005921","Zm00001eb133280",-0.271513819816907,-0.768779648918459,0.0981643241850254,"NS","NS","NS"
"Td00001aa005930","Zm00001eb133420",0.0049341976214575,0.423221939272318,0.171853640314579,"NS","NS","NS"
"Td00001aa005934","Zm00001eb133450",-0.0637554158688325,0.335620334820736,0.417002682166949,"NS","NS","NS"
"Td00001aa005944","Zm00001eb133590",-0.427061454373839,0.390584510327993,0.420094448284701,"NS","NS","NS"
"Td00001aa005976","Zm00001eb134090",-0.364824592328755,0.926949403281357,0.00614106467382507,"NS","NS","NS"
"Td00001aa005997","Zm00001eb134330",-0.0187334763412386,0.113752989366825,0.842607589959864,"NS","NS","NS"
"Td00001aa006013","Zm00001eb134600",0.184974848929357,0.369007908952149,0.693939793186785,"NS","NS","NS"
"Td00001aa006065","Zm00001eb135190",1.01265332415387,-0.401579960721766,0.405836361191809,"Up","NS","NS"
"Td00001aa006108","Zm00001eb031220",-0.728307610673211,0.301382008064806,0.312994729466108,"NS","NS","NS"
"Td00001aa006129","Zm00001eb135810",-0.287874580898762,0.327553810455061,0.397175950518687,"NS","NS","NS"
"Td00001aa006168","Zm00001eb136200",-0.0881826523247875,1.89042841189975,4.11781941931473e-07,"NS","Up","NS"
"Td00001aa006196","Zm00001eb136490",0.150544541043876,-0.722661025752409,0.00584903375305433,"NS","NS","NS"
"Td00001aa006199","Zm00001eb136540",-0.378421838826633,-0.942394793522875,0.00630949016871185,"NS","NS","NS"
"Td00001aa006225","Zm00001eb136880",0.155186959492019,0.188932732506832,0.562253217636911,"NS","NS","NS"
"Td00001aa006231","Zm00001eb028520",-0.41111362216213,0.108706983161955,0.841587366883197,"NS","NS","NS"
"Td00001aa006258","Zm00001eb137170",0.0271130352881195,0.232376206145793,0.589608387261013,"NS","NS","NS"
"Td00001aa006273","Zm00001eb137390",-1.05081632811491,1.96942165220481,0.219974066527826,"Down","NS","NS"
"Td00001aa006274","Zm00001eb137410",-0.782049908359043,1.60080085090565,0.0992510216511102,"NS","NS","NS"
"Td00001aa006283","Zm00001eb137540",-0.211993854940482,-0.181341399812421,0.674865512510263,"NS","NS","NS"
"Td00001aa006291","Zm00001eb137680",-0.39192936592906,0.31285424600362,0.364672600441853,"NS","NS","NS"
"Td00001aa006308","Zm00001eb137840",-0.318709777524261,0.0461840411562473,0.932249220413607,"NS","NS","NS"
"Td00001aa006317","Zm00001eb137900",0.334856221204031,-0.117170432798757,0.85837692492965,"NS","NS","NS"
"Td00001aa006342","Zm00001eb138080",-0.252756416535656,0.213430861421215,0.913177025720124,"NS","NS","NS"
"Td00001aa006360","Zm00001eb138230",0.421514188635589,0.100225529443863,0.856867102151968,"NS","NS","NS"
"Td00001aa006367","Zm00001eb138300",0.0284913274367625,0.411623835981544,0.795649654428171,"NS","NS","NS"
"Td00001aa006372","Zm00001eb138330",-0.79558932176823,0.460487564831247,0.273402427129173,"NS","NS","NS"
"Td00001aa006382","Zm00001eb138410",-0.597036644091412,-0.173787854677324,0.740888064943481,"NS","NS","NS"
"Td00001aa006447","Zm00001eb139060",-0.271725361773173,0.538311594299682,0.207228272874772,"NS","NS","NS"
"Td00001aa006454","Zm00001eb139130",-0.194273365039202,0.79925717477441,0.0152650890316901,"NS","NS","NS"
"Td00001aa006468","Zm00001eb139400",0.147942863645463,-0.445576552136667,0.323987294050163,"NS","NS","NS"
"Td00001aa006493","Zm00001eb164130",-0.0584038480316031,-0.95987668416133,0.0196512662817875,"NS","NS","NS"
"Td00001aa006501","Zm00001eb164230",-0.310402690440426,0.242798050165628,0.507941198631323,"NS","NS","NS"
"Td00001aa006513","Zm00001eb164030",-0.242635638880924,0.182997917273744,0.650872782228997,"NS","NS","NS"
"Td00001aa006536","Zm00001eb163860",-1.27880579796944,-0.180164449411118,0.855042822993555,"Down","NS","NS"
"Td00001aa006561","Zm00001eb163700",-0.0256446987778,-0.563396455299879,0.0634095157114393,"NS","NS","NS"
"Td00001aa006588","Zm00001eb163530",-0.223678255713727,0.513971978665184,0.0925981339202101,"NS","NS","NS"
"Td00001aa006589","Zm00001eb163520",0.905138477148673,0.380912955958455,0.351012882564448,"NS","NS","NS"
"Td00001aa006669","Zm00001eb162930",-0.152315913973,0.438880435022262,0.119495784230627,"NS","NS","NS"
"Td00001aa006670","Zm00001eb162910",0.213021601821896,-0.194513283275216,0.671155126702364,"NS","NS","NS"
"Td00001aa006676","Zm00001eb162780",-0.166215394052842,-0.372064613072253,0.28939214664641,"NS","NS","NS"
"Td00001aa006718","Zm00001eb162370",0.205029680671651,0.391753926444663,0.289043980624044,"NS","NS","NS"
"Td00001aa006740","Zm00001eb162230",0.0577327943776953,0.119503167251966,0.787400731698421,"NS","NS","NS"
"Td00001aa006742","Zm00001eb162210",0.337808981000164,0.658424302234432,0.0269239832023117,"NS","NS","NS"
"Td00001aa006749","Zm00001eb162120",-0.290136965972069,0.00519918925123856,0.993168826462823,"NS","NS","NS"
"Td00001aa006763","Zm00001eb162030",0.0257574432566455,0.552016037959406,0.221504484729916,"NS","NS","NS"
"Td00001aa006764","Zm00001eb162020",0.009335861005762,-0.696070612911171,0.121733414034256,"NS","NS","NS"
"Td00001aa006775","Zm00001eb161900",-0.192748648436004,0.393266136741994,0.285668795496951,"NS","NS","NS"
"Td00001aa006778","Zm00001eb161870",-0.0186501954139825,2.02216954810365,NA,"NS",NA,"NS"
"Td00001aa006801","Zm00001eb161710",-0.398755697492005,0.797214084156884,0.00499772154469358,"NS","NS","NS"
"Td00001aa006829","Zm00001eb161320",-0.294954485699499,-0.0635333701494448,0.886710327201167,"NS","NS","NS"
"Td00001aa006830","Zm00001eb161310",-0.0302897783587325,0.226690754499423,0.542414627727186,"NS","NS","NS"
"Td00001aa006833","Zm00001eb161290",0.0937500669991835,-0.310149961352506,0.570247015019629,"NS","NS","NS"
"Td00001aa006835","Zm00001eb161270",-0.0062289301659187,-1.2713556363946,0.054086435381783,"NS","NS","NS"
"Td00001aa006869","Zm00001eb160820",-0.568358191958786,-1.30236461503307,0.00229773170581111,"NS","Down","NS"
"Td00001aa006888","Zm00001eb160620",0.117853865365186,0.517801856309352,0.0328941959894608,"NS","NS","NS"
"Td00001aa006889","Zm00001eb160610",-0.244578679623536,0.167381509540363,0.685327746859054,"NS","NS","NS"
"Td00001aa006923","Zm00001eb160350",-0.101593252246657,0.0910081263735292,0.827004762364721,"NS","NS","NS"
"Td00001aa006933","Zm00001eb160200",-0.262015866084978,-0.101966741092394,0.808196440634672,"NS","NS","NS"
"Td00001aa006947","Zm00001eb160030",0.0699798877451002,-1.32898003116362,0.147908016206186,"NS","NS","NS"
"Td00001aa006949","Zm00001eb160020",-0.473590968379302,-0.606147817111239,0.0584135503160413,"NS","NS","NS"
"Td00001aa006961","Zm00001eb159850",0.966588072616506,5.12253309151814,0.00641942883161083,"NS","Up","NS"
"Td00001aa006965","Zm00001eb159820",0.386018344850147,1.12103298917653,8.10368552117327e-05,"NS","Up","NS"
"Td00001aa006970","Zm00001eb159790",0.283418442513355,0.224072757828904,0.600754638440488,"NS","NS","NS"
"Td00001aa006981","Zm00001eb159730",0.0885325609656029,0.333826454446407,0.366613217072991,"NS","NS","NS"
"Td00001aa006982","Zm00001eb159720",0.124619650104209,0.407766246589767,0.533325604189946,"NS","NS","NS"
"Td00001aa006985","Zm00001eb159670",0.048193770289251,0.0728806509476732,0.903497230595973,"NS","NS","NS"
"Td00001aa007009","Zm00001eb159440",0.135353036016332,0.345668200403853,0.394398787979365,"NS","NS","NS"
"Td00001aa007012","Zm00001eb159420",-0.583548386813841,0.248059922418006,0.469336781328832,"NS","NS","NS"
"Td00001aa007022","Zm00001eb159320",1.65456981404046,1.31736920304323,0.415788751583848,"Up","NS","NS"
"Td00001aa007062","Zm00001eb158880",1.00747916244087,2.01902055926054,0.00161906649467797,"Up","Up","Up"
"Td00001aa007066","Zm00001eb158850",0.106463510337223,0.169484153461173,0.873872219791079,"NS","NS","NS"
"Td00001aa007068","Zm00001eb158840",0.0329804792090784,0.20381313682406,0.595140420819936,"NS","NS","NS"
"Td00001aa007081","Zm00001eb158760",0.362048358544981,-0.93346821100513,0.0116354654075999,"NS","NS","NS"
"Td00001aa007117","Zm00001eb158270",-0.0182298880549905,0.180318933554689,0.763705691918443,"NS","NS","NS"
