Ag_peptides	Ag_protein	Mg_protein_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
Ag00001aa038464_T002_39	Ag00001aa038464_T002	Misin02G408300.1.v7.1	100	27	0	0	1	27	204	230	1.07e-11	56.2
Ag00001aa038464_T002_42	Ag00001aa038464_T002	Misin16G164500.1.v7.1	100	26	0	0	1	26	367	392	5.91e-10	51.2
Ag00001aa038464_T002_43	Ag00001aa038464_T002	Misin05G344000.1.v7.1	100	27	0	0	1	27	278	304	6.95e-11	53.9
Ag00001aa038464_T002_47	Ag00001aa038464_T002	Misin05G344000.1.v7.1	100	16	0	0	1	16	96	111	0.0000148	38.1
Ag00001aa038464_T002_48	Ag00001aa038464_T002	Misin05G344000.1.v7.1	100	16	0	0	1	16	96	111	0.0000148	38.1
Ag00001aa038464_T002_49	Ag00001aa038464_T002	Misin02G408300.1.v7.1	100	29	0	0	1	29	398	426	8.58e-12	56.6
Ag00001aa128941_T002_1	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	18	0	0	1	18	35	52	0.0000584	36.6
Ag00001aa128941_T002_4	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	20	0	0	1	20	82	101	0.000000232	43.5
Ag00001aa128941_T002_5	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	20	0	0	1	20	82	101	0.000000232	43.5
Ag00001aa128941_T002_9	Ag00001aa128941_T002	Misin18G026500.1.v7.1	100	16	0	0	1	16	133	148	0.0000281	37.4
Ag00001aa128941_T002_10	Ag00001aa128941_T002	Misin18G026500.1.v7.1	100	23	0	0	1	23	205	227	1.32e-9	50.1
Ag00001aa128941_T002_11	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	17	0	0	1	17	168	184	0.0000296	37.4
Ag00001aa128941_T002_12	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	17	0	0	1	17	168	184	0.0000296	37.4
Ag00001aa128941_T002_13	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	17	0	0	1	17	168	184	0.0000296	37.4
Ag00001aa128941_T002_14	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	17	0	0	1	17	168	184	0.0000296	37.4
Ag00001aa128941_T002_16	Ag00001aa128941_T002	Misin18G026500.1.v7.1	100	15	0	0	1	15	134	148	0.000127	35.4
Ag00001aa128941_T002_20	Ag00001aa128941_T002	Misin15G101000.1.v7.1	100	23	0	0	1	23	315	337	0.0000000063	48.1
Ag00001aa128941_T002_21	Ag00001aa128941_T002	Misin15G101000.1.v7.1	100	23	0	0	1	23	315	337	0.0000000063	48.1
Ag00001aa128941_T002_22	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	21	0	0	1	21	147	167	0.0000000078	47.8
Ag00001aa128941_T002_24	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	25	0	0	1	25	290	314	2.05e-12	58.2
Ag00001aa128941_T002_25	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	22	0	0	1	22	383	404	0.0000000287	46.2
Ag00001aa128941_T002_27	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	16	0	0	1	16	263	278	0.0000981	35.8
Ag00001aa128941_T002_28	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	16	0	0	1	16	263	278	0.0000981	35.8
Ag00001aa128941_T002_31	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	16	0	0	1	16	245	260	0.0000981	35.8
Ag00001aa128941_T002_32	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	16	0	0	1	16	245	260	0.0000981	35.8
Ag00001aa128941_T002_33	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	18	0	0	1	18	245	262	0.0000122	38.5
Ag00001aa128941_T002_34	Ag00001aa128941_T002	Misin14G083200.1.v7.1	100	18	0	0	1	18	245	262	0.0000122	38.5
Ag00001aa128941_T002_35	Ag00001aa128941_T002	Misin18G026500.1.v7.1	100	22	0	0	1	22	206	227	0.000000006	48.1
Ag00001aa073318_T002_3	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	16	0	0	1	16	67	82	0.000878	33.1
Ag00001aa073318_T002_5	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	18	0	0	1	18	262	279	0.0000427	37
Ag00001aa073318_T002_6	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	27	0	0	1	27	83	109	4.35e-15	65.9
Ag00001aa073318_T002_7	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	27	0	0	1	27	83	109	4.35e-15	65.9
Ag00001aa073318_T002_11	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	18	0	0	1	18	36	53	0.0000228	37.7
Ag00001aa073318_T002_12	Ag00001aa073318_T002	Misin19G025000.1.v7.1	94.4	18	1	0	1	18	18	35	0.00000349	40
Ag00001aa073318_T002_13	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	16	0	0	1	16	133	148	0.0000281	37.4
Ag00001aa073318_T002_14	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	23	0	0	1	23	205	227	1.32e-9	50.1
Ag00001aa073318_T002_15	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	17	0	0	1	17	169	185	0.0000296	37.4
Ag00001aa073318_T002_16	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	17	0	0	1	17	169	185	0.0000296	37.4
Ag00001aa073318_T002_17	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	17	0	0	1	17	169	185	0.0000296	37.4
Ag00001aa073318_T002_19	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	15	0	0	1	15	134	148	0.000127	35.4
Ag00001aa073318_T002_21	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	23	0	0	1	23	316	338	0.0000000063	48.1
Ag00001aa073318_T002_25	Ag00001aa073318_T002	Misin18G026500.1.v7.1	96	25	1	0	1	25	291	315	1.83e-11	55.5
Ag00001aa073318_T002_26	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	22	0	0	1	22	384	405	0.0000000287	46.2
Ag00001aa073318_T002_28	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	21	0	0	1	21	148	168	0.0000000078	47.8
Ag00001aa073318_T002_30	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	16	0	0	1	16	264	279	0.000134	35.4
Ag00001aa073318_T002_31	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	16	0	0	1	16	264	279	0.000134	35.4
Ag00001aa073318_T002_34	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	16	0	0	1	16	246	261	0.000469	33.9
Ag00001aa073318_T002_35	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	16	0	0	1	16	246	261	0.000469	33.9
Ag00001aa073318_T002_36	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	18	0	0	1	18	246	263	0.0000167	38.1
Ag00001aa073318_T002_37	Ag00001aa073318_T002	Misin18G026500.1.v7.1	100	22	0	0	1	22	206	227	0.000000006	48.1
Ag00001aa047169_T001_2	Ag00001aa047169_T001	Misin14G109700.1.v7.1	100	17	0	0	1	17	227	243	0.00000611	39.3
Ag00001aa047169_T001_7	Ag00001aa047169_T001	Misin01G399900.1.v7.1	100	24	0	0	1	24	431	454	1.53e-10	52.8
Ag00001aa047169_T001_13	Ag00001aa047169_T001	Misin02G408300.1.v7.1	100	24	0	0	1	24	9	32	1.03e-12	58.9
Ag00001aa047169_T001_14	Ag00001aa047169_T001	Misin01G399900.1.v7.1	100	25	0	0	1	25	430	454	4.61e-11	54.3
Ag00001aa047169_T001_15	Ag00001aa047169_T001	Misin05G344000.1.v7.1	96.3	27	1	0	1	27	574	600	3.72e-11	54.7
Ag00001aa047169_T001_16	Ag00001aa047169_T001	Misin06G317700.1.v7.1	100	26	0	0	1	26	575	600	9.05e-11	53.5
Ag00001aa047169_T001_17	Ag00001aa047169_T001	Misin01G106600.1.v7.1	100	17	0	0	1	17	213	229	0.0000213	37.7
Ag00001aa047169_T001_18	Ag00001aa047169_T001	Misin07G012300.1.v7.1	94.7	19	1	0	1	19	202	220	0.0000238	37.7
Ag00001aa047169_T001_27	Ag00001aa047169_T001	Misin01G399900.1.v7.1	100	15	0	0	1	15	145	159	0.000234	34.7
Ag00001aa047169_T001_28	Ag00001aa047169_T001	Misin01G399900.1.v7.1	100	15	0	0	1	15	145	159	0.000234	34.7
Ag00001aa047169_T001_29	Ag00001aa047169_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa047169_T001_30	Ag00001aa047169_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa047169_T001_31	Ag00001aa047169_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa047169_T001_32	Ag00001aa047169_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa047169_T001_35	Ag00001aa047169_T001	Misin02G408300.1.v7.1	100	27	0	0	1	27	204	230	1.07e-11	56.2
Ag00001aa047169_T001_36	Ag00001aa047169_T001	Misin16G164500.1.v7.1	100	26	0	0	1	26	367	392	5.91e-10	51.2
Ag00001aa047169_T001_37	Ag00001aa047169_T001	Misin05G344000.1.v7.1	100	27	0	0	1	27	278	304	6.95e-11	53.9
Ag00001aa047169_T001_41	Ag00001aa047169_T001	Misin05G344000.1.v7.1	100	16	0	0	1	16	96	111	0.0000148	38.1
Ag00001aa047169_T001_42	Ag00001aa047169_T001	Misin05G344000.1.v7.1	100	16	0	0	1	16	96	111	0.0000148	38.1
Ag00001aa047169_T001_43	Ag00001aa047169_T001	Misin02G408300.1.v7.1	100	29	0	0	1	29	398	426	8.58e-12	56.6
Ag00001aa068456_T001_2	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	16	0	0	1	16	320	335	0.000038	37
Ag00001aa068456_T001_3	Ag00001aa068456_T001	Misin06G224200.1.v7.1	100	20	0	0	1	20	192	211	0.000000587	42.4
Ag00001aa068456_T001_6	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	20	0	0	1	20	98	117	0.000000048	45.4
Ag00001aa068456_T001_7	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	20	0	0	1	20	98	117	0.000000048	45.4
Ag00001aa068456_T001_10	Ag00001aa068456_T001	Misin16G236000.1.v7.1	100	36	0	0	1	36	239	274	1.1e-16	70.9
Ag00001aa068456_T001_11	Ag00001aa068456_T001	Misin16G236000.1.v7.1	100	37	0	0	1	37	238	274	1.26e-17	73.6
Ag00001aa068456_T001_12	Ag00001aa068456_T001	Misin16G236000.1.v7.1	100	37	0	0	1	37	238	274	1.26e-17	73.6
Ag00001aa068456_T001_15	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	21	0	0	1	21	350	370	0.0000000198	46.6
Ag00001aa068456_T001_16	Ag00001aa068456_T001	Misin06G224200.1.v7.1	100	25	0	0	1	25	73	97	3.02e-10	52
Ag00001aa068456_T001_18	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	19	0	0	1	19	458	476	0.00000499	39.7
Ag00001aa068456_T001_19	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	19	0	0	1	19	458	476	0.00000499	39.7
Ag00001aa068456_T001_20	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	24	0	0	1	24	458	481	8.99e-9	47.8
Ag00001aa068456_T001_21	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	24	0	0	1	24	458	481	8.99e-9	47.8
Ag00001aa068456_T001_22	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	19	0	0	1	19	413	431	0.000000763	42
Ag00001aa068456_T001_33	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	21	0	0	1	21	524	544	0.0000000198	46.6
Ag00001aa068456_T001_34	Ag00001aa068456_T001	Misin05G212100.1.v7.1	100	21	0	0	1	21	524	544	0.0000000198	46.6
Ag00001aa028041_T002_1	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	16	0	0	1	16	197	212	0.0000147	38.1
Ag00001aa028041_T002_2	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	22	0	0	1	22	367	388	0.000000883	42
Ag00001aa028041_T002_5	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	21	0	0	1	21	590	610	0.00000215	40.8
Ag00001aa028041_T002_8	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	16	0	0	1	16	557	572	0.00000576	39.3
Ag00001aa028041_T002_9	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	16	0	0	1	16	557	572	0.00000576	39.3
Ag00001aa028041_T002_13	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	22	0	0	1	22	589	610	0.000000472	42.7
Ag00001aa028041_T002_14	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	22	0	0	1	22	426	447	0.0000000206	46.6
Ag00001aa028041_T002_17	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	17	0	0	1	17	739	755	0.000191	35
Ag00001aa028041_T002_18	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	21	0	0	1	21	428	448	0.0000000937	44.7
Ag00001aa028041_T002_20	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	17	0	0	1	17	477	493	0.0000398	37
Ag00001aa028041_T002_23	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	19	0	0	1	19	719	737	5.06e-9	48.1
Ag00001aa028041_T002_24	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	28	0	0	1	28	495	522	5.5e-14	62.8
Ag00001aa028041_T002_25	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	28	0	0	1	28	495	522	5.5e-14	62.8
Ag00001aa028041_T002_26	Ag00001aa028041_T002	Misin01G145800.1.v7.1	95.7	23	1	0	1	23	297	319	0.0000000555	45.4
Ag00001aa028041_T002_29	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	15	0	0	1	15	618	632	0.0000356	37
Ag00001aa028041_T002_39	Ag00001aa028041_T002	Misin09G113300.1.v7.1	94.4	18	1	0	1	18	39	56	2.96e-9	46.2
Ag00001aa028041_T002_40	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	16	0	0	1	16	690	705	0.00000421	39.7
Ag00001aa028041_T002_42	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	26	0	0	1	26	56	81	3.96e-12	57.4
Ag00001aa028041_T002_43	Ag00001aa028041_T002	Misin14G168800.1.v7.1	100	26	0	0	1	26	56	81	3.96e-12	57.4
Ag00001aa028041_T002_44	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	16	0	0	1	16	740	755	0.000337	34.3
Ag00001aa028041_T002_45	Ag00001aa028041_T002	Misin01G145800.1.v7.1	100	16	0	0	1	16	740	755	0.000337	34.3
Ag00001aa033498_T001_2	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	16	0	0	1	16	320	335	0.000038	37
Ag00001aa033498_T001_3	Ag00001aa033498_T001	Misin06G224200.1.v7.1	100	20	0	0	1	20	192	211	0.000000587	42.4
Ag00001aa033498_T001_6	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	20	0	0	1	20	98	117	0.000000048	45.4
Ag00001aa033498_T001_7	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	20	0	0	1	20	98	117	0.000000048	45.4
Ag00001aa033498_T001_10	Ag00001aa033498_T001	Misin05G212100.1.v7.1	92.3	13	1	0	1	13	179	191	0.000735	33.1
Ag00001aa033498_T001_11	Ag00001aa033498_T001	Misin16G236000.1.v7.1	100	36	0	0	1	36	239	274	1.1e-16	70.9
Ag00001aa033498_T001_12	Ag00001aa033498_T001	Misin16G236000.1.v7.1	100	37	0	0	1	37	238	274	1.26e-17	73.6
Ag00001aa033498_T001_13	Ag00001aa033498_T001	Misin16G236000.1.v7.1	100	37	0	0	1	37	238	274	1.26e-17	73.6
Ag00001aa033498_T001_16	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	21	0	0	1	21	350	370	0.0000000198	46.6
Ag00001aa033498_T001_17	Ag00001aa033498_T001	Misin06G224200.1.v7.1	100	25	0	0	1	25	73	97	3.02e-10	52
Ag00001aa033498_T001_18	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	19	0	0	1	19	458	476	0.00000499	39.7
Ag00001aa033498_T001_19	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	19	0	0	1	19	458	476	0.00000499	39.7
Ag00001aa033498_T001_20	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	24	0	0	1	24	458	481	8.99e-9	47.8
Ag00001aa033498_T001_21	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	24	0	0	1	24	458	481	8.99e-9	47.8
Ag00001aa033498_T001_22	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	19	0	0	1	19	413	431	0.000000763	42
Ag00001aa033498_T001_33	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	21	0	0	1	21	524	544	0.0000000198	46.6
Ag00001aa033498_T001_34	Ag00001aa033498_T001	Misin05G212100.1.v7.1	100	21	0	0	1	21	524	544	0.0000000198	46.6
Ag00001aa104405_T001_2	Ag00001aa104405_T001	Misin14G109700.1.v7.1	100	17	0	0	1	17	227	243	0.00000611	39.3
Ag00001aa104405_T001_7	Ag00001aa104405_T001	Misin01G399900.1.v7.1	100	24	0	0	1	24	431	454	1.53e-10	52.8
Ag00001aa104405_T001_12	Ag00001aa104405_T001	Misin02G408300.1.v7.1	100	24	0	0	1	24	9	32	1.03e-12	58.9
Ag00001aa104405_T001_13	Ag00001aa104405_T001	Misin01G399900.1.v7.1	100	25	0	0	1	25	430	454	4.61e-11	54.3
Ag00001aa104405_T001_14	Ag00001aa104405_T001	Misin16G164500.1.v7.1	100	26	0	0	1	26	575	600	4.84e-11	54.3
Ag00001aa104405_T001_15	Ag00001aa104405_T001	Misin01G106600.1.v7.1	100	17	0	0	1	17	213	229	0.0000213	37.7
Ag00001aa104405_T001_16	Ag00001aa104405_T001	Misin07G012300.1.v7.1	94.7	19	1	0	1	19	202	220	0.0000238	37.7
Ag00001aa104405_T001_25	Ag00001aa104405_T001	Misin01G399900.1.v7.1	100	15	0	0	1	15	145	159	0.000234	34.7
Ag00001aa104405_T001_26	Ag00001aa104405_T001	Misin01G399900.1.v7.1	100	15	0	0	1	15	145	159	0.000234	34.7
Ag00001aa104405_T001_27	Ag00001aa104405_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa104405_T001_28	Ag00001aa104405_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa104405_T001_29	Ag00001aa104405_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa104405_T001_30	Ag00001aa104405_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa104405_T001_33	Ag00001aa104405_T001	Misin02G408300.1.v7.1	100	27	0	0	1	27	204	230	1.07e-11	56.2
Ag00001aa104405_T001_35	Ag00001aa104405_T001	Misin16G164500.1.v7.1	100	27	0	0	1	27	574	600	7.79e-12	56.6
Ag00001aa104405_T001_36	Ag00001aa104405_T001	Misin16G164500.1.v7.1	100	26	0	0	1	26	367	392	5.91e-10	51.2
Ag00001aa104405_T001_38	Ag00001aa104405_T001	Misin01G399900.1.v7.1	100	27	0	0	1	27	279	305	6.95e-11	53.9
Ag00001aa104405_T001_42	Ag00001aa104405_T001	Misin02G408300.1.v7.1	100	29	0	0	1	29	398	426	8.58e-12	56.6
Ag00001aa104405_T001_45	Ag00001aa104405_T001	Misin16G164500.1.v7.1	100	16	0	0	1	16	96	111	0.0000708	36.2
Ag00001aa022279_T001_1	Ag00001aa022279_T001	Misin14G109700.1.v7.1	100	17	0	0	1	17	227	243	0.00000611	39.3
Ag00001aa022279_T001_5	Ag00001aa022279_T001	Misin01G399900.1.v7.1	100	24	0	0	1	24	431	454	1.53e-10	52.8
Ag00001aa022279_T001_10	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	24	0	0	1	24	9	32	1.03e-12	58.9
Ag00001aa022279_T001_11	Ag00001aa022279_T001	Misin01G399900.1.v7.1	100	25	0	0	1	25	430	454	4.61e-11	54.3
Ag00001aa022279_T001_14	Ag00001aa022279_T001	Misin01G106600.1.v7.1	100	17	0	0	1	17	213	229	0.0000213	37.7
Ag00001aa022279_T001_15	Ag00001aa022279_T001	Misin07G012300.1.v7.1	94.7	19	1	0	1	19	202	220	0.0000238	37.7
Ag00001aa022279_T001_24	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	149	163	0.00032	34.3
Ag00001aa022279_T001_25	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa022279_T001_26	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa022279_T001_27	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa022279_T001_28	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa022279_T001_29	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	27	0	0	1	27	204	230	1.07e-11	56.2
Ag00001aa022279_T001_30	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	26	0	0	1	26	372	397	5.91e-10	51.2
Ag00001aa022279_T001_31	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	26	0	0	1	26	372	397	5.91e-10	51.2
Ag00001aa022279_T001_33	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	27	0	0	1	27	283	309	3.72e-11	54.7
Ag00001aa022279_T001_37	Ag00001aa022279_T001	Misin02G408300.1.v7.1	93.8	16	1	0	1	16	101	116	0.000132	35.4
Ag00001aa022279_T001_38	Ag00001aa022279_T001	Misin02G408300.1.v7.1	93.8	16	1	0	1	16	101	116	0.000132	35.4
Ag00001aa022279_T001_39	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	29	0	0	1	29	398	426	8.58e-12	56.6
Ag00001aa022279_T001_42	Ag00001aa022279_T001	Misin02G408300.1.v7.1	100	16	0	0	1	16	590	605	0.0000378	37
Ag00001aa019394_T001_2	Ag00001aa019394_T001	Misin14G109700.1.v7.1	100	17	0	0	1	17	227	243	0.00000611	39.3
Ag00001aa019394_T001_6	Ag00001aa019394_T001	Misin01G399900.1.v7.1	100	24	0	0	1	24	431	454	1.53e-10	52.8
Ag00001aa019394_T001_11	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	24	0	0	1	24	9	32	1.03e-12	58.9
Ag00001aa019394_T001_12	Ag00001aa019394_T001	Misin01G399900.1.v7.1	100	25	0	0	1	25	430	454	4.61e-11	54.3
Ag00001aa019394_T001_15	Ag00001aa019394_T001	Misin01G106600.1.v7.1	100	17	0	0	1	17	213	229	0.0000213	37.7
Ag00001aa019394_T001_16	Ag00001aa019394_T001	Misin07G012300.1.v7.1	94.7	19	1	0	1	19	202	220	0.0000238	37.7
Ag00001aa019394_T001_24	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	149	163	0.00032	34.3
Ag00001aa019394_T001_25	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa019394_T001_26	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa019394_T001_27	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa019394_T001_28	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	15	0	0	1	15	64	78	0.000438	33.9
Ag00001aa019394_T001_29	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	27	0	0	1	27	204	230	1.07e-11	56.2
Ag00001aa019394_T001_31	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	26	0	0	1	26	372	397	5.91e-10	51.2
Ag00001aa019394_T001_32	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	26	0	0	1	26	372	397	5.91e-10	51.2
Ag00001aa019394_T001_34	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	27	0	0	1	27	283	309	3.72e-11	54.7
Ag00001aa019394_T001_38	Ag00001aa019394_T001	Misin02G408300.1.v7.1	93.8	16	1	0	1	16	101	116	0.000132	35.4
Ag00001aa019394_T001_39	Ag00001aa019394_T001	Misin02G408300.1.v7.1	93.8	16	1	0	1	16	101	116	0.000132	35.4
Ag00001aa019394_T001_40	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	29	0	0	1	29	398	426	8.58e-12	56.6
Ag00001aa019394_T001_43	Ag00001aa019394_T001	Misin02G408300.1.v7.1	100	16	0	0	1	16	590	605	0.0000378	37
Ag00001aa107870_T003_9	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	20	0	0	1	20	274	293	0.000000067	45.1
Ag00001aa107870_T003_10	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	20	0	0	1	20	274	293	0.000000067	45.1
Ag00001aa107870_T003_15	Ag00001aa107870_T003	Misin07G054900.1.v7.1	100	14	0	0	1	14	385	398	0.0000135	38.1
Ag00001aa107870_T003_16	Ag00001aa107870_T003	Misin07G054900.1.v7.1	100	14	0	0	1	14	385	398	0.0000135	38.1
Ag00001aa107870_T003_17	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	25	0	0	1	25	83	107	1.97e-12	58.2
Ag00001aa107870_T003_18	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	27	0	0	1	27	83	109	2.37e-13	60.8
Ag00001aa107870_T003_20	Ag00001aa107870_T003	Misin19G224300.1.v7.1	100	15	0	0	1	15	68	82	0.0000689	36.2
Ag00001aa107870_T003_21	Ag00001aa107870_T003	Misin19G224300.1.v7.1	100	15	0	0	1	15	68	82	0.0000689	36.2
Ag00001aa107870_T003_23	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	28	0	0	1	28	21	48	4.68e-13	60.1
Ag00001aa107870_T003_24	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	28	0	0	1	28	21	48	4.68e-13	60.1
Ag00001aa107870_T003_25	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	28	0	0	1	28	21	48	4.68e-13	60.1
Ag00001aa107870_T003_26	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	28	0	0	1	28	21	48	4.68e-13	60.1
Ag00001aa107870_T003_27	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	28	0	0	1	28	21	48	4.68e-13	60.1
Ag00001aa107870_T003_28	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	28	0	0	1	28	21	48	4.68e-13	60.1
Ag00001aa107870_T003_30	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	24	0	0	1	24	165	188	3.97e-10	51.6
Ag00001aa107870_T003_31	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	24	0	0	1	24	165	188	3.97e-10	51.6
Ag00001aa107870_T003_32	Ag00001aa107870_T003	Misin07G186600.1.v7.1	100	24	0	0	1	24	165	188	3.97e-10	51.6
Ag00001aa102535_T001_2	Ag00001aa102535_T001	Misin14G109700.1.v7.1	100	17	0	0	1	17	227	243	0.00000611	39.3
Ag00001aa102535_T001_6	Ag00001aa102535_T001	Misin01G399900.1.v7.1	100	24	0	0	1	24	431	454	1.53e-10	52.8
Ag00001aa102535_T001_11	Ag00001aa102535_T001	Misin02G408300.1.v7.1	100	24	0	0	1	24	9	32	1.03e-12	58.9
