Ag_protein,Mg_protein_id,n_peptides,sum_bitscore,median_pident
Ag00001aa009734_T001,Misin01G417900.1.v7.1,5,199.6,100
Ag00001aa009742_T001,Misin01G418600.1.v7.1,4,155.2,100
Ag00001aa009750_T003,Misin01G421400.1.v7.1,3,115.19999999999999,100
Ag00001aa009768_T001,Misin01G421800.1.v7.1,1,36.2,100
Ag00001aa009782_T001,Misin01G423200.1.v7.1,1,36.2,100
Ag00001aa009785_T001,Misin01G422700.1.v7.1,2,75.1,100
Ag00001aa009787_T001,Misin02G404200.1.v7.1,1,48.5,100
Ag00001aa009799_T002,Misin01G424300.1.v7.1,1,35,100
Ag00001aa009817_T004,Misin02G421900.1.v7.1,2,76.30000000000001,100
Ag00001aa009838_T001,Misin02G438600.1.v7.1,1,35.4,100
Ag00001aa009839_T002,Misin01G428600.1.v7.1,4,164.5,100
Ag00001aa009842_T002,Misin02G438100.1.v7.1,3,107.1,100
Ag00001aa009859_T001,Misin01G430600.1.v7.1,1,38.5,100
Ag00001aa009863_T001,Misin07G491000.1.v7.1,2,126.4,100
Ag00001aa009868_T004,Misin02G435800.1.v7.1,1,33.5,100
Ag00001aa009885_T001,Misin02G051900.1.v7.1,2,93.2,100
Ag00001aa009888_T001,Misin01G434000.1.v7.1,6,249.89999999999998,94.55
Ag00001aa009890_T001,Misin01G434200.1.v7.1,1,37.7,100
Ag00001aa009906_T001,Misin02G432300.1.v7.1,2,92.4,100
Ag00001aa009918_T001,Misin01G438100.1.v7.1,4,149.4,100
Ag00001aa009930_T001,Misin01G067700.1.v7.1,1,48.5,100
Ag00001aa009932_T001,Misin01G439400.1.v7.1,9,336.9,100
Ag00001aa009933_T002,Misin01G439500.1.v7.1,12,539.4,100
Ag00001aa009954_T001,Misin02G427400.1.v7.1,11,506.80000000000007,100
Ag00001aa009960_T002,Misin02G427000.1.v7.1,1,35,100
Ag00001aa009973_T001,Misin01G442400.1.v7.1,1,35.8,100
Ag00001aa010011_T001,Misin02G442000.1.v7.1,3,127.8,100
Ag00001aa010026_T001,Misin01G447600.1.v7.1,2,87.4,100
Ag00001aa010042_T001,Misin01G457100.1.v7.1,2,83.5,100
Ag00001aa010078_T001,Misin01G436500.1.v7.1,1,53.1,100
Ag00001aa010105_T003,Misin01G454000.1.v7.1,1,34.3,100
Ag00001aa010152_T001,Misin18G276300.1.v7.1,8,305.4,97.2
Ag00001aa010155_T001,Misin02G453800.1.v7.1,1,52.4,88.9
Ag00001aa010173_T001,Misin01G459800.1.v7.1,1,43.9,100
Ag00001aa010183_T001,Misin02G454400.1.v7.1,2,75.5,100
Ag00001aa010191_T001,Misin01G461300.1.v7.1,3,112.8,100
Ag00001aa010217_T001,Misin13G160400.1.v7.1,2,88.6,100
Ag00001aa010229_T001,Misin09G154400.1.v7.1,1,43.9,95.8
Ag00001aa010230_T001,Misin01G464900.1.v7.1,1,42,100
Ag00001aa010286_T001,Misin01G469600.1.v7.1,1,49.7,100
Ag00001aa010289_T001,Misin01G469300.1.v7.1,1,47.8,100
Ag00001aa010302_T001,Misin01G471500.1.v7.1,1,34.3,100
Ag00001aa010320_T001,Misin01G474000.1.v7.1,2,72.4,100
Ag00001aa010331_T001,Misin01G474000.1.v7.1,2,72.4,100
Ag00001aa010341_T001,Misin01G473100.1.v7.1,1,36.6,100
Ag00001aa010355_T001,Misin02G468800.1.v7.1,3,167.5,100
Ag00001aa010358_T003,Misin01G476600.1.v7.1,1,39.3,100
Ag00001aa010364_T001,Misin01G477000.1.v7.1,1,41.6,100
Ag00001aa010398_T002,Misin01G213400.1.v7.1,15,633.8999999999999,100
Ag00001aa010522_T001,Misin01G493000.1.v7.1,2,116.4,93.1
Ag00001aa010523_T001,MisinT364200.1.v7.1,2,93.9,98.2
Ag00001aa010555_T001,Misin01G494800.1.v7.1,2,75.9,100
Ag00001aa010580_T002,Misin01G496800.1.v7.1,1,38.1,100
Ag00001aa010604_T002,Misin01G498500.1.v7.1,1,46.6,100
Ag00001aa010636_T001,Misin01G502300.1.v7.1,4,156.7,97.6
Ag00001aa010649_T002,Misin02G497500.1.v7.1,1,38.5,100
Ag00001aa010691_T002,Misin02G485600.1.v7.1,1,33.9,100
Ag00001aa010696_T001,Misin01G507200.1.v7.1,2,71.2,100
Ag00001aa010708_T002,Misin01G508000.1.v7.1,1,50.8,100
Ag00001aa010710_T001,Misin02G487400.1.v7.1,9,370.7,100
Ag00001aa010729_T001,Misin06G095900.1.v7.1,2,85.9,100
Ag00001aa010741_T004,Misin01G510700.1.v7.1,1,36.6,100
Ag00001aa010743_T001,Misin02G490900.1.v7.1,1,43.5,100
Ag00001aa010744_T003,Misin01G175400.1.v7.1,1,35.8,100
Ag00001aa010788_T001,Misin02G509700.1.v7.1,2,106.3,100
Ag00001aa010828_T001,Misin06G295200.1.v7.1,3,107.4,100
Ag00001aa010843_T001,Misin02G515400.1.v7.1,1,55.1,100
Ag00001aa010848_T002,MisinT068500.1.v7.1,1,37.7,100
Ag00001aa010858_T002,Misin01G280700.1.v7.1,1,37.4,100
Ag00001aa010880_T001,Misin03G126300.1.v7.1,1,37.4,100
Ag00001aa010889_T001,Misin14G145400.1.v7.1,7,301.9,100
Ag00001aa011032_T001,Misin03G134300.1.v7.1,5,225.60000000000002,100
Ag00001aa011035_T001,Misin03G134000.1.v7.1,1,45.4,100
Ag00001aa011040_T003,Misin03G133800.1.v7.1,1,36.6,100
Ag00001aa011166_T001,Misin03G148300.1.v7.1,2,70.1,84.8
Ag00001aa011190_T001,Misin03G151100.1.v7.1,1,37.7,100
Ag00001aa011199_T002,Misin01G250100.1.v7.1,1,43.5,95.5
Ag00001aa011281_T001,Misin03G155400.1.v7.1,1,47,100
Ag00001aa011312_T001,Misin03G157400.1.v7.1,10,385.09999999999997,100
Ag00001aa011358_T001,Misin03G162900.1.v7.1,1,33.9,93.3
Ag00001aa011457_T001,Misin03G176800.1.v7.1,3,140.5,96.2
Ag00001aa011538_T001,Misin04G230900.1.v7.1,7,279.4,100
Ag00001aa011541_T001,Misin04G200300.1.v7.1,1,60.8,100
Ag00001aa011553_T001,Misin04G201500.1.v7.1,3,118.9,85.7
Ag00001aa011601_T001,Misin03G206500.1.v7.1,7,314.7,100
Ag00001aa011686_T001,Misin04G213400.1.v7.1,1,34.7,88.2
Ag00001aa011695_T002,Misin03G196900.1.v7.1,2,84,100
Ag00001aa011709_T002,Misin04G215400.1.v7.1,3,130.6,100
Ag00001aa011817_T001,MisinT248400.1.v7.1,8,302.79999999999995,100
Ag00001aa011854_T002,Misin03G185900.1.v7.1,2,85.5,97.75
Ag00001aa011864_T001,Misin04G230900.1.v7.1,10,381.4000000000001,100
Ag00001aa011928_T001,Misin03G218500.1.v7.1,1,37.7,100
Ag00001aa011952_T003,Misin03G216600.1.v7.1,2,71.69999999999999,100
Ag00001aa011953_T002,Misin03G216500.1.v7.1,6,343.6,100
Ag00001aa011999_T001,Misin03G223100.1.v7.1,2,111,100
Ag00001aa012001_T001,Misin03G134600.1.v7.1,2,80.8,95
Ag00001aa012077_T001,Misin03G244600.1.v7.1,2,83.2,100
Ag00001aa012115_T001,Misin03G239200.1.v7.1,10,475.20000000000005,100
Ag00001aa012158_T001,Misin03G236400.1.v7.1,2,72.4,100
Ag00001aa012196_T001,Misin03G233100.1.v7.1,1,37.7,91.3
Ag00001aa012199_T001,Misin03G232800.1.v7.1,2,110.2,100
Ag00001aa012213_T001,Misin03G231700.1.v7.1,4,154.9,95.25
Ag00001aa012289_T002,Misin03G256800.1.v7.1,11,465.6,100
Ag00001aa012292_T002,Misin03G256400.1.v7.1,1,60.1,100
Ag00001aa012294_T001,Misin03G256100.1.v7.1,1,48.5,100
Ag00001aa012476_T001,Misin03G270000.1.v7.1,1,39.7,100
Ag00001aa012513_T003,Misin03G273100.1.v7.1,1,48.5,100
Ag00001aa012526_T001,MisinT389800.1.v7.1,1,52,95.7
Ag00001aa012564_T001,Misin04G299500.1.v7.1,1,37.7,100
Ag00001aa012571_T001,Misin03G277700.1.v7.1,6,234.5,97.75
Ag00001aa012578_T002,Misin03G278600.1.v7.1,2,84.8,100
Ag00001aa012663_T001,Misin04G309700.1.v7.1,4,176.8,95.25
Ag00001aa012667_T001,MisinT548500.1.v7.1,1,35.4,100
Ag00001aa012681_T002,Misin04G311800.1.v7.1,4,195.79999999999998,88.5
Ag00001aa012688_T001,Misin03G288700.1.v7.1,3,119.39999999999999,100
Ag00001aa012894_T001,Misin03G315100.1.v7.1,1,40.8,100
Ag00001aa012942_T001,Misin03G308500.1.v7.1,3,132.5,100
Ag00001aa012950_T001,Misin04G337600.1.v7.1,1,79,97.3
Ag00001aa012956_T001,Misin03G307400.1.v7.1,4,156.8,100
Ag00001aa012975_T001,Misin03G305000.1.v7.1,1,37,100
Ag00001aa013015_T001,Misin03G295600.1.v7.1,1,37,100
Ag00001aa013053_T001,MisinT250100.1.v7.1,1,33.9,100
Ag00001aa013100_T001,Misin04G352600.1.v7.1,2,73.6,100
Ag00001aa013105_T001,Misin04G349000.1.v7.1,5,257.3,100
Ag00001aa013113_T001,Misin04G348700.1.v7.1,1,33.5,100
Ag00001aa013138_T001,Misin03G333400.1.v7.1,1,33.1,100
Ag00001aa013246_T001,Misin04G367000.1.v7.1,1,56.2,100
Ag00001aa013257_T001,Misin03G346300.1.v7.1,1,57.4,100
Ag00001aa013303_T001,Misin03G363700.1.v7.1,2,76.19999999999999,93.75
Ag00001aa013335_T002,Misin04G373400.1.v7.1,1,40.4,100
Ag00001aa013345_T001,Misin04G373600.1.v7.1,3,117.5,100
Ag00001aa013360_T001,MisinT060200.1.v7.1,1,34.3,81
Ag00001aa013413_T001,Misin03G360100.1.v7.1,1,45.4,100
Ag00001aa013419_T001,Misin04G382100.1.v7.1,7,288.4,100
Ag00001aa013422_T001,MisinT090300.1.v7.1,1,35,100
Ag00001aa013456_T001,Misin04G386000.1.v7.1,6,247.2,84.6
Ag00001aa013487_T001,Misin03G353000.1.v7.1,11,439.09999999999997,100
Ag00001aa013539_T001,Misin04G393100.1.v7.1,1,36.2,88.2
Ag00001aa013542_T001,Misin04G393300.1.v7.1,1,39.3,100
Ag00001aa013587_T001,Misin04G398600.1.v7.1,3,115.2,100
Ag00001aa013646_T002,Misin04G406500.1.v7.1,11,421.8,100
Ag00001aa013881_T001,Misin09G179100.1.v7.1,1,37.4,100
Ag00001aa013887_T001,Misin02G421900.1.v7.1,1,39.7,100
Ag00001aa014124_T001,Misin10G169500.1.v7.1,2,93.6,100
Ag00001aa014413_T002,MisinT221700.1.v7.1,1,49.3,95.7
Ag00001aa014453_T001,Misin05G079800.1.v7.1,6,253,97.6
Ag00001aa014497_T002,Misin10G190100.1.v7.1,1,35.4,100
Ag00001aa014563_T002,Misin09G165700.1.v7.1,3,123.6,95.7
Ag00001aa014576_T002,MisinT012400.1.v7.1,1,60.1,100
Ag00001aa014630_T002,Misin10G147800.1.v7.1,1,45.1,100
Ag00001aa014645_T001,Misin10G144800.1.v7.1,2,77,100
Ag00001aa014694_T001,Misin11G007600.1.v7.1,3,109.80000000000001,40.4
Ag00001aa014749_T001,Misin09G158100.1.v7.1,2,70,100
Ag00001aa014875_T002,Misin10G128000.1.v7.1,5,186,100
Ag00001aa014883_T002,Misin09G146400.1.v7.1,1,39.3,100
Ag00001aa014914_T001,Misin09G142900.1.v7.1,3,148.3,100
Ag00001aa014947_T001,Misin09G138900.1.v7.1,1,36.2,100
Ag00001aa014966_T001,Misin10G113000.1.v7.1,7,280,100
Ag00001aa015003_T001,Misin09G132000.1.v7.1,1,38.1,100
Ag00001aa015062_T001,Misin09G127000.1.v7.1,1,64.3,100
Ag00001aa015115_T001,Misin10G093100.1.v7.1,1,34.7,100
Ag00001aa015202_T001,Misin09G116500.1.v7.1,7,301.90000000000003,100
Ag00001aa015223_T003,MisinT100800.1.v7.1,1,33.9,100
Ag00001aa015268_T001,MisinT217500.1.v7.1,4,157.60000000000002,100
Ag00001aa015316_T001,Misin05G381000.1.v7.1,3,127.8,100
Ag00001aa015322_T001,Misin05G380600.1.v7.1,4,147.10000000000002,94.4
Ag00001aa015325_T002,Misin05G380200.1.v7.1,1,59.7,100
Ag00001aa015365_T001,Misin05G389900.1.v7.1,3,120.9,100
Ag00001aa015388_T001,Misin05G412200.1.v7.1,2,105.6,84.4
Ag00001aa015404_T003,Misin06G399500.1.v7.1,4,184.39999999999998,100
Ag00001aa015438_T001,Misin06G404800.1.v7.1,1,42,100
Ag00001aa015444_T001,Misin05G395300.1.v7.1,2,74.7,100
Ag00001aa015457_T001,Misin06G406000.1.v7.1,1,55.5,100
Ag00001aa015462_T001,Misin05G397100.1.v7.1,5,235.70000000000002,100
Ag00001aa015508_T001,MisinT203800.1.v7.1,3,154.10000000000002,96.3
Ag00001aa015568_T003,Misin06G373500.1.v7.1,1,49.3,95.7
Ag00001aa015579_T001,Misin06G374700.1.v7.1,1,33.5,100
Ag00001aa015617_T001,Misin06G378900.1.v7.1,1,37.7,94.4
Ag00001aa015636_T001,Misin05G373000.1.v7.1,5,199,100
Ag00001aa015648_T001,Misin05G371800.1.v7.1,2,67.8,100
Ag00001aa015663_T001,Misin05G370600.1.v7.1,1,45.8,87
Ag00001aa015725_T005,Misin06G383600.1.v7.1,1,35.4,100
Ag00001aa015819_T002,Misin06G356700.1.v7.1,1,34.3,100
Ag00001aa015823_T002,Misin05G358900.1.v7.1,1,36.2,100
Ag00001aa015828_T002,Misin05G358200.1.v7.1,6,244.10000000000002,100
Ag00001aa015932_T001,Misin05G349600.1.v7.1,2,75.8,100
Ag00001aa015957_T001,Misin06G341800.1.v7.1,3,114.30000000000001,100
Ag00001aa016014_T001,Misin06G324000.1.v7.1,2,86.6,100
Ag00001aa016018_T001,Misin06G323800.1.v7.1,1,59.7,100
Ag00001aa016130_T001,Misin05G339100.1.v7.1,1,40.8,100
Ag00001aa016131_T001,Misin05G339100.1.v7.1,1,40.8,100
Ag00001aa016133_T001,Misin06G322600.1.v7.1,1,35.4,100
Ag00001aa016138_T001,Misin05G340300.1.v7.1,1,54.7,96.2
Ag00001aa016144_T003,Misin05G341200.1.v7.1,1,34.3,88.2
Ag00001aa016177_T002,Misin05G344000.1.v7.1,9,452.3,100
Ag00001aa016230_T003,Misin05G320000.1.v7.1,1,37.7,100
Ag00001aa016257_T001,Misin05G323200.1.v7.1,1,37.4,100
Ag00001aa016285_T001,Misin02G110200.1.v7.1,5,190.2,100
Ag00001aa016305_T001,Misin05G317500.1.v7.1,1,51.2,95.7
Ag00001aa016310_T001,Misin11G258800.1.v7.1,8,326.59999999999997,100
Ag00001aa016317_T001,Misin05G318400.1.v7.1,3,126.7,94.1
Ag00001aa016327_T003,Misin05G312500.1.v7.1,2,79.30000000000001,100
Ag00001aa016342_T002,Misin05G311100.1.v7.1,13,732.3000000000001,96.6
Ag00001aa016394_T001,Misin04G374700.1.v7.1,2,84,100
Ag00001aa016428_T001,Misin06G294200.1.v7.1,1,36.6,100
Ag00001aa016444_T001,Misin16G094400.1.v7.1,1,35.8,100
Ag00001aa016462_T001,Misin05G303700.1.v7.1,1,57.8,100
Ag00001aa016497_T001,Misin05G300700.1.v7.1,1,33.5,100
Ag00001aa016509_T002,Misin05G299100.1.v7.1,1,32.7,100
Ag00001aa016551_T001,Misin06G280000.1.v7.1,1,75.9,97.3
Ag00001aa016574_T002,Misin05G291600.1.v7.1,1,38.5,94.1
Ag00001aa016681_T001,Misin05G280300.1.v7.1,1,47.8,95
Ag00001aa016688_T001,Misin06G271000.1.v7.1,1,53.9,95.8
Ag00001aa016693_T001,Misin05G279300.1.v7.1,1,43.9,100
Ag00001aa016703_T001,Misin05G276600.1.v7.1,8,324,100
Ag00001aa016721_T001,Misin05G277200.1.v7.1,8,326,100
Ag00001aa016730_T001,Misin05G263200.1.v7.1,1,33.1,100
Ag00001aa016826_T001,Misin05G272000.1.v7.1,11,413.29999999999995,100
Ag00001aa016836_T001,Misin06G258700.1.v7.1,1,45.8,100
Ag00001aa016940_T001,Misin05G253000.1.v7.1,4,152.5,100
Ag00001aa016953_T001,Misin01G358300.1.v7.1,8,399.3,100
Ag00001aa016979_T001,Misin05G256900.1.v7.1,1,36.2,94.7
Ag00001aa017041_T001,Misin06G246500.1.v7.1,3,127.1,100
Ag00001aa017105_T001,Misin06G228100.1.v7.1,2,85.1,92
Ag00001aa017258_T001,Misin05G222300.1.v7.1,1,55.8,100
Ag00001aa017260_T001,Misin05G222400.1.v7.1,2,80.8,100
Ag00001aa017272_T001,Misin06G223400.1.v7.1,2,72.8,100
Ag00001aa017295_T001,MisinT285300.1.v7.1,2,82,94
Ag00001aa017317_T001,Misin05G229200.1.v7.1,1,39.3,100
Ag00001aa017334_T001,Misin05G230600.1.v7.1,4,194.8,100
Ag00001aa017553_T001,Misin06G199900.1.v7.1,1,33.9,100
Ag00001aa017611_T001,Misin01G042000.1.v7.1,1,57.4,100
Ag00001aa017635_T001,Misin05G194000.1.v7.1,1,36.6,100
Ag00001aa017649_T001,Misin07G010100.1.v7.1,1,37.4,94.4
Ag00001aa017650_T001,Misin07G010100.1.v7.1,1,37.4,94.4
Ag00001aa017699_T001,Misin06G189600.1.v7.1,1,45.1,95.2
Ag00001aa017778_T001,Misin06G183800.1.v7.1,1,34.7,100
Ag00001aa017812_T001,Misin16G203600.1.v7.1,2,73.2,100
Ag00001aa017831_T002,Misin05G177800.1.v7.1,4,161.3,97.75
Ag00001aa017834_T001,Misin05G178000.1.v7.1,3,132.5,95.8
Ag00001aa017852_T001,Misin05G170000.1.v7.1,1,53.5,100
Ag00001aa017895_T001,Misin05G173500.1.v7.1,3,131.7,100
Ag00001aa017904_T002,Misin05G174100.1.v7.1,2,83.9,100
Ag00001aa017907_T002,Misin05G174200.1.v7.1,1,41.6,95
Ag00001aa017929_T001,Misin05G169000.1.v7.1,3,123.69999999999999,100
Ag00001aa017961_T001,Misin05G176300.1.v7.1,3,105.9,100
Ag00001aa017981_T001,Misin05G166900.1.v7.1,1,49.3,100
Ag00001aa018046_T001,Misin05G164300.1.v7.1,1,35.4,100
Ag00001aa018149_T001,Misin02G511300.1.v7.1,1,48.5,100
Ag00001aa018157_T001,Misin01G515900.1.v7.1,3,121.4,100
Ag00001aa018173_T001,Misin01G517500.1.v7.1,6,276.9,100
Ag00001aa018188_T001,Misin01G518700.1.v7.1,5,200.7,100
Ag00001aa018369_T001,Misin12G236400.1.v7.1,1,60.5,75.8
Ag00001aa018374_T001,Misin12G236400.1.v7.1,1,62,78.8
Ag00001aa018403_T001,Misin01G493200.1.v7.1,2,132.8,98.55
Ag00001aa018437_T001,Misin01G488800.1.v7.1,3,132.1,100
Ag00001aa018451_T001,Misin02G482900.1.v7.1,2,89.30000000000001,100
Ag00001aa018455_T003,Misin01G486600.1.v7.1,2,68.5,100
Ag00001aa018534_T001,Misin01G479500.1.v7.1,3,123.89999999999999,100
Ag00001aa018539_T001,Misin01G479200.1.v7.1,3,114.4,100
Ag00001aa018584_T001,Misin02G468800.1.v7.1,3,157.9,95.7
Ag00001aa018649_T001,Misin01G469600.1.v7.1,1,44.3,95.5
Ag00001aa018678_T003,Misin01G467000.1.v7.1,1,33.9,100
Ag00001aa018685_T001,Misin01G466600.1.v7.1,2,101.7,100
Ag00001aa018712_T001,Misin13G160400.1.v7.1,2,88.6,100
Ag00001aa018713_T005,Misin13G160400.1.v7.1,2,88.6,100
Ag00001aa018750_T001,Misin01G460000.1.v7.1,3,130.6,100
Ag00001aa018751_T001,Misin01G460000.1.v7.1,3,130.6,100
Ag00001aa018819_T001,Misin01G455000.1.v7.1,4,159.4,100
Ag00001aa018823_T002,Misin01G455400.1.v7.1,3,159.10000000000002,100
Ag00001aa018857_T001,Misin01G456500.1.v7.1,4,151.7,100
Ag00001aa018896_T001,Misin02G442000.1.v7.1,3,127.8,100
Ag00001aa018953_T001,Misin01G440400.1.v7.1,2,109,98.15
Ag00001aa018979_T001,Misin01G438100.1.v7.1,6,231.8,97.35
Ag00001aa018989_T001,Misin02G432300.1.v7.1,3,149,100
Ag00001aa019017_T001,Misin01G434000.1.v7.1,5,208.7,96
Ag00001aa019029_T001,Misin01G432500.1.v7.1,2,85.1,97.85
Ag00001aa019050_T001,Misin01G430400.1.v7.1,1,51.2,100
Ag00001aa019079_T001,Misin02G421900.1.v7.1,2,76.30000000000001,100
Ag00001aa019181_T001,Misin07G337400.1.v7.1,1,47.8,100
Ag00001aa019201_T001,Misin02G392900.1.v7.1,1,37,100
Ag00001aa019224_T002,Misin01G413900.1.v7.1,1,43.5,100
Ag00001aa019229_T001,Misin01G413100.1.v7.1,4,149.9,100
Ag00001aa019394_T001,Misin02G408300.1.v7.1,14,606.5,100
Ag00001aa019399_T001,Misin02G407600.1.v7.1,4,179.39999999999998,100
Ag00001aa019414_T001,Misin01G396700.1.v7.1,1,41.2,100
Ag00001aa019452_T001,Misin01G393200.1.v7.1,4,142.79999999999998,96.9
Ag00001aa019475_T001,Misin01G391000.1.v7.1,7,283,100
Ag00001aa019489_T001,Misin02G382400.1.v7.1,1,38.9,100
Ag00001aa019513_T001,Misin01G383100.1.v7.1,2,82.4,100
Ag00001aa019533_T001,Misin01G384900.1.v7.1,1,43.5,90.5
Ag00001aa019556_T001,Misin01G387600.1.v7.1,2,77,95.45
Ag00001aa019566_T001,Misin02G374500.1.v7.1,2,80.4,88.2
Ag00001aa019568_T001,Misin02G374500.1.v7.1,1,43.9,95.5
Ag00001aa019574_T001,Misin02G515200.1.v7.1,1,42.7,100
Ag00001aa019610_T001,Misin01G378200.1.v7.1,3,118.70000000000002,100
Ag00001aa019616_T002,Misin01G378600.1.v7.1,4,154.8,97.6
Ag00001aa019624_T001,Misin02G369100.1.v7.1,1,33.9,94.4
Ag00001aa019651_T001,Misin01G380100.1.v7.1,1,32.7,100
Ag00001aa019666_T001,Misin01G374600.1.v7.1,3,113.99999999999999,100
Ag00001aa019713_T001,Misin02G359700.1.v7.1,2,73.5,100
Ag00001aa019732_T001,Misin01G111800.1.v7.1,1,35.8,100
Ag00001aa019743_T001,MisinT437000.1.v7.1,2,76.6,100
Ag00001aa019756_T001,Misin01G364600.1.v7.1,2,95.9,100
Ag00001aa019786_T001,Misin01G361000.1.v7.1,2,87.4,96.9
Ag00001aa019796_T001,Misin01G361900.1.v7.1,3,127.9,100
Ag00001aa019810_T001,Misin01G358800.1.v7.1,6,266.1,100
Ag00001aa019885_T002,Misin07G263400.1.v7.1,3,102.49999999999999,100
Ag00001aa019910_T001,Misin16G200200.1.v7.1,1,43.9,95
Ag00001aa019936_T001,MisinT466200.1.v7.1,4,199.5,100
Ag00001aa020030_T001,Misin01G338400.1.v7.1,5,205.70000000000002,100
Ag00001aa020046_T001,Misin01G340000.1.v7.1,6,299.6,100
Ag00001aa020051_T002,Misin02G332800.1.v7.1,1,35.4,100
Ag00001aa020093_T001,Misin01G328200.1.v7.1,1,51.6,96.6
Ag00001aa020094_T004,Misin01G328000.1.v7.1,3,122.5,100
Ag00001aa020105_T001,Misin01G329700.1.v7.1,1,34.7,100
Ag00001aa020140_T001,Misin01G333400.1.v7.1,3,121.30000000000001,100
Ag00001aa020163_T003,Misin01G335300.1.v7.1,3,108.3,100
Ag00001aa020201_T001,Misin01G324800.1.v7.1,2,87.8,95.2
Ag00001aa020241_T001,Misin02G306700.1.v7.1,1,40,95
Ag00001aa020481_T001,Misin01G215200.1.v7.1,5,188.4,100
Ag00001aa020567_T002,Misin02G276700.1.v7.1,1,44.3,100
Ag00001aa020689_T002,Misin01G276400.1.v7.1,2,77,97.5
Ag00001aa020698_T002,Misin01G275600.1.v7.1,1,38.5,100
Ag00001aa020705_T001,Misin01G275100.1.v7.1,2,89.7,100
Ag00001aa020709_T002,Misin01G273200.1.v7.1,5,221.9,100
Ag00001aa020716_T002,Misin01G274000.1.v7.1,1,40.4,100
Ag00001aa020735_T001,Misin01G270000.1.v7.1,1,33.1,100
Ag00001aa020791_T002,Misin01G264900.1.v7.1,1,33.5,100
Ag00001aa020846_T001,Misin01G242700.1.v7.1,5,247.6,100
Ag00001aa020985_T001,Misin02G515600.1.v7.1,1,33.1,100
Ag00001aa021065_T002,Misin01G517500.1.v7.1,6,268.5,100
Ag00001aa021121_T001,Misin02G487400.1.v7.1,9,370.7,100
Ag00001aa021281_T001,Misin01G493200.1.v7.1,3,170.20000000000002,100
Ag00001aa021282_T001,Misin01G493300.1.v7.1,4,200.3,95
Ag00001aa021295_T001,Misin01G493000.1.v7.1,2,123.2,96.6
Ag00001aa021310_T001,Misin02G480600.1.v7.1,9,425.00000000000006,100
Ag00001aa021416_T001,Misin09G174400.1.v7.1,2,72.8,100
Ag00001aa021426_T002,Misin01G213400.1.v7.1,16,677,100
Ag00001aa021441_T001,Misin01G478600.1.v7.1,1,38.1,100
Ag00001aa021465_T001,Misin02G468800.1.v7.1,3,146.4,100
Ag00001aa021480_T001,Misin01G473100.1.v7.1,1,36.6,100
Ag00001aa021483_T001,Misin01G081300.1.v7.1,1,52.4,100
Ag00001aa021657_T001,Misin02G450600.1.v7.1,3,131.8,100
Ag00001aa021830_T001,Misin02G427000.1.v7.1,1,35,100
Ag00001aa021835_T003,Misin02G427400.1.v7.1,11,506.80000000000007,100
Ag00001aa021850_T002,Misin01G439500.1.v7.1,10,458.5,95.5
Ag00001aa021851_T001,Misin01G439400.1.v7.1,9,336.49999999999994,100
Ag00001aa021864_T001,Misin01G438100.1.v7.1,5,187.5,100
Ag00001aa021888_T002,Misin01G435100.1.v7.1,2,82,100
Ag00001aa021899_T002,Misin01G434000.1.v7.1,3,119.39999999999999,94.1
Ag00001aa021901_T001,Misin01G433600.1.v7.1,1,47,100
Ag00001aa021912_T001,Misin01G432500.1.v7.1,2,87.1,100
Ag00001aa022028_T001,Misin01G420700.1.v7.1,1,42.4,100
Ag00001aa022037_T001,Misin01G421700.1.v7.1,1,33.5,100
Ag00001aa022039_T001,Misin01G419100.1.v7.1,1,60.5,100
Ag00001aa022074_T001,Misin02G415700.1.v7.1,1,42,100
Ag00001aa022077_T002,Misin02G415200.1.v7.1,1,43.1,100
Ag00001aa022087_T001,Misin02G392900.1.v7.1,1,37,100
Ag00001aa022096_T002,Misin01G415100.1.v7.1,5,207.79999999999998,100
Ag00001aa022109_T001,Misin01G414100.1.v7.1,1,61.2,100
Ag00001aa022232_T001,Misin02G413900.1.v7.1,1,37.7,100
Ag00001aa022245_T002,Misin01G402100.1.v7.1,14,596.6,100
Ag00001aa022261_T003,Misin01G403700.1.v7.1,3,161.4,96.6
Ag00001aa022269_T001,Misin17G023300.1.v7.1,1,35.4,100
Ag00001aa022279_T001,Misin02G408300.1.v7.1,14,606.5,100
Ag00001aa022282_T001,Misin01G398600.1.v7.1,1,45.8,89.7
Ag00001aa022287_T001,Misin01G398100.1.v7.1,2,94.8,87
Ag00001aa022298_T001,Misin01G003900.1.v7.1,1,49.3,100
Ag00001aa022334_T002,Misin01G393200.1.v7.1,4,142.79999999999998,96.9
Ag00001aa022335_T001,Misin01G393100.1.v7.1,1,39.7,100
Ag00001aa022359_T001,Misin01G391000.1.v7.1,6,247.89999999999998,100
Ag00001aa022428_T001,Misin01G385300.1.v7.1,3,106.30000000000001,100
Ag00001aa022458_T001,Misin01G388800.1.v7.1,3,117.8,100
Ag00001aa022502_T002,Misin01G378600.1.v7.1,4,154.8,97.6
Ag00001aa022523_T001,Misin01G381900.1.v7.1,4,198.7,100
Ag00001aa022567_T001,Misin01G372800.1.v7.1,1,40.8,100
Ag00001aa022599_T001,Misin01G369600.1.v7.1,1,35,94.4
Ag00001aa022611_T001,Misin02G357500.1.v7.1,1,38.5,100
Ag00001aa022644_T002,Misin01G365200.1.v7.1,5,294.1,100
