orthogroup	protein_id	description
OG0006607	Td00001aa000498_T001	ZC3H15/TMA46 family C-terminal domain-containing protein (Fragment)
OG0004053	Td00001aa000499_T001	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"
OG0006947	Td00001aa000500_T001	Seed dormancy protein
OG0016835	Td00001aa000501_T002	amino-acid N-acetyltransferase
OG0004052	Td00001aa000502_T001	Cysteine-rich transmembrane CYSTM domain-containing protein
OG0003296	Td00001aa000503_T002	"Proteinase inhibitor I25, cystatin"
OG0006946	Td00001aa000504_T001	C2 domain-containing protein
OG0005235	Td00001aa000505_T001	U-box domain-containing protein 4
OG0003295	Td00001aa000506_T001	RRM domain-containing protein
OG0014796	Td00001aa000507_T001	BTB/POZ domain-containing protein At5g48130
OG0017512	Td00001aa000508_T001	Putative serine/threonine-protein kinase WNK11
OG0005234	Td00001aa000509_T003	WRKY17 transcription factor
OG0019223	Td00001aa000510_T002	Chitin-inducible gibberellin-responsive protein 2
OG0021639	Td00001aa000511_T001	Stress-associated endoplasmic reticulum protein
OG0002080	Td00001aa000512_T001	Polyol transporter 5
OG0014795	Td00001aa000513_T001	Polyol transporter 5
OG0001312	Td00001aa000514_T001	Polyol transporter 5
OG0001312	Td00001aa000515_T002	Polyol transporter 5
OG0009221	Td00001aa000516_T001	Polyol transporter 5
OG0005232	Td00001aa000517_T001	Homeobox-leucine zipper protein
OG0006945	Td00001aa000518_T001	Protein indeterminate-domain 11
OG0003294	Td00001aa000520_T002	RuvB-like helicase
OG0009220	Td00001aa000522_T002	Sugar phosphate transporter domain-containing protein
OG0005231	Td00001aa000523_T001	Geranylgeranyl diphosphate synthase
OG0006944	Td00001aa000526_T001	Knottin scorpion toxin-like domain-containing protein
OG0014172	Td00001aa000527_T001	Sugar transport protein-like
OG0006943	Td00001aa000528_T001	t-SNARE coiled-coil homology domain-containing protein
OG0012412	Td00001aa000529_T001	Retrovirus-related Pol polyprotein LINE-1
OG0003178	Td00001aa000530_T001	"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial"
OG0029422	Td00001aa000532_T001	Transposase MuDR plant domain-containing protein
OG0011667	Td00001aa000533_T003	"Chlorophyll a-b binding protein, chloroplastic"
OG0002362	Td00001aa000534_T001	Constitutive photomorphogenesis protein 10
OG0003293	Td00001aa000535_T001	Constitutive photomorphogenesis protein 10
OG0000245	Td00001aa000537_T001	HAT C-terminal dimerisation domain-containing protein
OG0014171	Td00001aa000538_T001	X8 domain-containing protein
OG0003292	Td00001aa000539_T002	WD repeat-containing protein WRAP73
OG0006941	Td00001aa000540_T001	Zeamatin
OG0009218	Td00001aa000541_T001	Vacuolar protein sorting-associated protein 62
OG0011968	Td00001aa000542_T002	"Pheophytinase, chloroplastic"
OG0000917	Td00001aa000543_T001	DNA repair protein RAD51 homolog
OG0004049	Td00001aa000544_T001	Protein kinase domain-containing protein
OG0001469	Td00001aa000545_T001	Receptor-type protein kinase LRK1
OG0005229	Td00001aa000546_T001	Beta-hexosaminidase
OG0017510	Td00001aa000547_T002	Importin-5 isoform X2
OG0003291	Td00001aa000548_T001	Ethylene-responsive transcription factor RAP2-11
OG0000047	Td00001aa000549_T001	Tubulin alpha chain
OG0009217	Td00001aa000550_T005	SURP and G-patch domain-containing protein 1-like protein
OG0049922	Td00001aa000551_T001	40S ribosomal protein S25
OG0001009	Td00001aa000552_T001	DUF1618 domain-containing protein (Fragment)
OG0001009	Td00001aa000554_T001	DUF1618 domain-containing protein (Fragment)
OG0032612	Td00001aa000555_T001	SURP and G-patch domain-containing protein 1-like protein
OG0049924	Td00001aa000557_T001	Purple acid phosphatase
OG0000025	Td00001aa000563_T001	Integrase catalytic domain-containing protein
OG0032612	Td00001aa000566_T001	SURP and G-patch domain-containing protein 1-like protein
OG0026652	Td00001aa000569_T001	Ubiquitin-like protein SMT3
OG0004048	Td00001aa000570_T001	Receptor-kinase isolog
OG0011966	Td00001aa000573_T001	Root border cell-specific protein
OG0028306	Td00001aa000574_T001	"4-hydroxy-7-methoxy-3-oxo-3,4-dihydro-2H-1,4-benzoxazin-2-yl glucosidebeta-D-glucosidase"
OG0000850	Td00001aa000575_T002	CMP-sialic acid transporter 4
OG0012683	Td00001aa000577_T003	NEP-interacting protein 1
OG0005228	Td00001aa000578_T001	Secreted protein (Fragment)
OG0011965	Td00001aa000579_T003	FYVE-type domain-containing protein
OG0011964	Td00001aa000580_T003	Adenylyl-sulfate kinase
OG0009215	Td00001aa000581_T001	VAN3-binding protein-like auxin canalisation domain-containing protein
OG0006940	Td00001aa000582_T001	Ribosomal protein S13/S15 N-terminal domain-containing protein
OG0004047	Td00001aa000583_T004	Putative serine/threonine-protein kinase WNK1
OG0011963	Td00001aa000584_T001	O-fucosyltransferase family protein
OG0002382	Td00001aa000585_T001	ATP synthase F0 subunit 8
OG0006939	Td00001aa000586_T001	CWF21 domain-containing protein
OG0014792	Td00001aa000587_T001	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0006938	Td00001aa000588_T001	Putative serine/threonine-protein kinase yrzF
OG0009213	Td00001aa000589_T001	DUF868 domain-containing protein
OG0008758	Td00001aa000590_T001	COMPASS-like H3K4 histone methylase component WDR5B
OG0012684	Td00001aa000591_T002	Pre-mRNA-splicing factor 18
OG0004046	Td00001aa000593_T001	Axial regulator YABBY 2
OG0023151	Td00001aa000595_T001	Chalcone--flavanone isomerase
OG0009212	Td00001aa000597_T003	Vacuole membrane protein KMS1
OG0009942	Td00001aa000599_T001	Protein TIME FOR COFFEE
OG0009211	Td00001aa000600_T001	Phytocyanin domain-containing protein
OG0017506	Td00001aa000601_T001	"Insulin-degrading enzyme-like 1, peroxisomal"
OG0004041	Td00001aa000603_T001	Low-molecular-weight cysteine-rich protein LCR70
OG0006936	Td00001aa000604_T001	Zinc finger AN1 and C2H2 domain-containing stress-associated protein 16
OG0005227	Td00001aa000605_T001	"Chaperonin-like RbcX protein 2, chloroplastic"
OG0014789	Td00001aa000607_T002	Protein N-lysine methyltransferase METTL21A
OG0014788	Td00001aa000608_T001	Remorin C-terminal domain-containing protein
OG0002753	Td00001aa000609_T001	C2 NT-type domain-containing protein
OG0004045	Td00001aa000610_T001	PGG domain-containing protein
OG0000036	Td00001aa000611_T001	BED-type domain-containing protein (Fragment)
OG0000187	Td00001aa000612_T001	Endonuclease/exonuclease/phosphatase domain-containing protein
OG0009209	Td00001aa000614_T002	Calcium-dependent protein kinase
OG0014519	Td00001aa000616_T001	Zinc finger CCCH domain-containing protein 30
OG0006934	Td00001aa000617_T001	SANT domain-containing protein
OG0006933	Td00001aa000618_T002	Nodulation receptor kinase
OG0014787	Td00001aa000619_T001	Exocyst component Exo84 C-terminal domain-containing protein
OG0009208	Td00001aa000620_T002	Cysteine-rich transmembrane CYSTM domain-containing protein
OG0021760	Td00001aa000621_T001	Scarecrow-like protein 23
OG0006931	Td00001aa000622_T001	Cytochrome c-553
OG0006930	Td00001aa000623_T001	"Alpha 1,4-glycosyltransferase domain-containing protein"
OG0006929	Td00001aa000624_T001	Probable arabinosyltransferase ARAD1
OG0002079	Td00001aa000626_T001	TIR domain-containing protein
OG0002752	Td00001aa000627_T002	NAC domain-containing protein
OG0011666	Td00001aa000628_T001	PPM-type phosphatase domain-containing protein
OG0001484	Td00001aa000630_T001	protein-synthesizing GTPase
OG0011960	Td00001aa000634_T001	CTTNBP 2 amino-terminal-like protein
OG0014786	Td00001aa000635_T001	Protein STRUBBELIG-RECEPTOR FAMILY 1
OG0005225	Td00001aa000636_T001	Bromodomain 4
OG0014170	Td00001aa000637_T009	Bromodomain 4
OG0002361	Td00001aa000638_T003	HOPM interactor 7
OG0002751	Td00001aa000639_T001	Secretory carrier-associated membrane protein
OG0014785	Td00001aa000641_T002	DASH complex subunit Dad2
OG0004044	Td00001aa000642_T001	ARF GAP-like zinc finger-containing protein ZIGA3
OG0014169	Td00001aa000643_T002	FAR1 DNA-binding domain
OG0002750	Td00001aa000644_T002	Cotton fiber expressed protein 1
OG0009206	Td00001aa000645_T004	B3 domain-containing transcription factor VAL3
OG0000037	Td00001aa000646_T001	Elongation factor 1-alpha
OG0005224	Td00001aa000647_T001	Sphingosine kinase 1
OG0004043	Td00001aa000649_T001	Myosin-2 isoform X2
OG0006927	Td00001aa000650_T002	"Chlorophyll a-b binding protein, chloroplastic"
OG0049930	Td00001aa000651_T001	C-terminal associated domain-containing protein (Fragment)
OG0017507	Td00001aa000653_T001	Organic cation/carnitine transporter 2
OG0049932	Td00001aa000654_T001	F-box protein SKIP27
OG0011959	Td00001aa000655_T001	WAS/WASL-interacting protein family member 3-like
OG0002749	Td00001aa000656_T001	Vacuolar protein 8
OG0004042	Td00001aa000657_T001	Sugar transport protein MST6
OG0023359	Td00001aa000658_T001	Membrane lipoprotein lipid attachment site-like protein
OG0023857	Td00001aa000659_T001	VAN3-binding protein-like auxin canalisation domain-containing protein
OG0011958	Td00001aa000660_T001	VAN3-binding protein-like auxin canalisation domain-containing protein
OG0021607	Td00001aa000662_T002	Vesicle-associated protein 4-2
OG0014783	Td00001aa000663_T001	"Protein THYLAKOID FORMATION1, chloroplastic"
OG0006925	Td00001aa000664_T001	"Chlorophyll a-b binding protein, chloroplastic"
OG0002748	Td00001aa000665_T001	"PAP-specific phosphatase, mitochondrial"
OG0003288	Td00001aa000666_T001	Transcription factor MYB102
OG0022026	Td00001aa000667_T001	AarF domain-containing kinase isoform 2
OG0009204	Td00001aa000668_T001	SPARK domain-containing protein
OG0009203	Td00001aa000669_T001	Glycosyltransferase
OG0005223	Td00001aa000671_T001	Glycosyltransferase
OG0009202	Td00001aa000673_T001	Lysine-specific demethylase JMJ25
OG0024457	Td00001aa000675_T002	Equilibrative nucleoside transporter
OG0014782	Td00001aa000676_T002	Equilibrative nucleoside transporter
OG0017505	Td00001aa000678_T001	Equilibrative nucleoside transporter
OG0002747	Td00001aa000679_T001	Transcription factor bHLH130
OG0036202	Td00001aa000680_T001	Equilibrative nucleoside transporter
OG0004040	Td00001aa000681_T001	PB1 domain-containing protein
OG0009200	Td00001aa000682_T003	Cyclin-like domain-containing protein
OG0005222	Td00001aa000683_T001	F-box associated domain-containing protein (Fragment)
OG0005221	Td00001aa000684_T003	Eukaryotic translation initiation factor 4G
OG0011957	Td00001aa000687_T001	F-box domain-containing protein
OG0017503	Td00001aa000688_T001	Protein PLANT CADMIUM RESISTANCE like
OG0004039	Td00001aa000689_T001	Serine/arginine repetitive matrix protein 2-like
OG0021606	Td00001aa000691_T001	Receptor-like serine/threonine-protein kinase
OG0026856	Td00001aa000693_T001	Mixed-linked glucan synthase 8
OG0004403	Td00001aa000694_T002	Mixed-linked glucan synthase 3
OG0004037	Td00001aa000696_T001	Mixed-linked glucan synthase 3
OG0006923	Td00001aa000697_T005	Mixed-linked glucan synthase 8
OG0021758	Td00001aa000698_T001	Mixed-linked glucan synthase 8
OG0014780	Td00001aa000699_T001	UspA domain-containing protein
OG0011956	Td00001aa000700_T002	Receptor-like serine/threonine-protein kinase
OG0005219	Td00001aa000701_T001	Receptor-like serine/threonine-protein kinase
OG0006922	Td00001aa000702_T002	Receptor-like serine/threonine-protein kinase
OG0000849	Td00001aa000703_T001	F-box domain containing protein
OG0003486	Td00001aa000706_T002	V-type proton ATPase subunit H
OG0002745	Td00001aa000707_T001	Transmembrane protein
OG0005072	Td00001aa000708_T002	PI31 proteasome regulator N-terminal domain-containing protein
OG0002360	Td00001aa000709_T001	DUF538 domain-containing protein
OG0015185	Td00001aa000710_T001	"Putative tetratricopeptide-like helical domain, pentacotripeptide-repeat region of PROPR"
OG0000095	Td00001aa000711_T001	"Transposon protein, putative, Pong sub-class"
OG0009196	Td00001aa000712_T002	Prokaryotic-type class I peptide chain release factors domain-containing protein
OG0005217	Td00001aa000715_T002	NPH3 domain-containing protein
OG0017502	Td00001aa000716_T001	Cyclin-dependent kinase inhibitor domain-containing protein
OG0003286	Td00001aa000717_T002	HAT dimerization domain-containing protein
OG0003285	Td00001aa000718_T002	Isopentenyl-diphosphate delta-isomerase type 1
OG0021757	Td00001aa000719_T003	Pentacotripeptide-repeat region of PRORP domain-containing protein
OG0006920	Td00001aa000724_T001	PGG domain-containing protein
OG0000027	Td00001aa000725_T001	CAI-1 autoinducer sensor kinase/phosphatase cqsS isoform 1
OG0001851	Td00001aa000726_T001	"54S ribosomal protein L24, mitochondrial"
OG0011955	Td00001aa000727_T001	Oxygen-evolving enhancer protein 3
OG0017500	Td00001aa000728_T003	Beta-amylase
OG0011954	Td00001aa000729_T001	BHLH domain-containing protein
OG0005215	Td00001aa000730_T001	Phytocyanin domain-containing protein
OG0007559	Td00001aa000731_T003	Cysteine-rich receptor-like protein kinase 10
OG0049936	Td00001aa000732_T001	Small ribosomal subunit protein eS1
OG0049937	Td00001aa000733_T001	Protein kinase domain-containing protein
OG0003284	Td00001aa000734_T001	Cysteine-rich receptor-like protein kinase 10
OG0002718	Td00001aa000735_T001	"Glucan endo-1,3-beta-glucosidase 13"
OG0001454	Td00001aa000736_T004	Cysteine-rich receptor-like protein kinase 10
OG0029728	Td00001aa000738_T001	Cysteine-rich receptor-like protein kinase 10
OG0024142	Td00001aa000739_T002	Cysteine-rich receptor-like protein kinase 10
OG0003283	Td00001aa000740_T004	O-Glycosyl hydrolase family 17 protein
OG0014777	Td00001aa000741_T002	Cysteine-rich receptor-like protein kinase 10
OG0001850	Td00001aa000742_T004	Cysteine-rich receptor-like protein kinase 10
OG0011953	Td00001aa000743_T001	Ethylene receptor 4
OG0014776	Td00001aa000744_T004	Cysteine-rich receptor-like protein kinase 10
OG0004036	Td00001aa000745_T003	HP domain-containing protein
OG0027382	Td00001aa000746_T001	EF-hand domain-containing protein
OG0014775	Td00001aa000747_T001	Receptor-like protein kinase-like protein
OG0019816	Td00001aa000748_T001	Receptor-like protein kinase-like protein
OG0014167	Td00001aa000749_T003	Receptor-like protein kinase-like protein
OG0024874	Td00001aa000750_T001	Protein kinase domain-containing protein
OG0006606	Td00001aa000751_T001	Nucleoid DNA-binding protein cnd41
OG0006606	Td00001aa000752_T001	Nucleoid DNA-binding protein cnd41
OG0006606	Td00001aa000753_T001	Aspartic proteinase nepenthesin-1
OG0022706	Td00001aa000754_T001	Peptidase A1 domain-containing protein
OG0004425	Td00001aa000755_T002	NUC153 domain-containing protein
OG0004034	Td00001aa000756_T002	Phospholipid/glycerol acyltransferase domain-containing protein
OG0003281	Td00001aa000757_T001	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein
OG0000935	Td00001aa000759_T001	"Pyruvate, phosphate dikinase regulatory protein, chloroplastic"
OG0009195	Td00001aa000760_T003	PNK FHA domain-containing protein
OG0000195	Td00001aa000762_T001	Retrotransposon gag domain-containing protein
OG0000010	Td00001aa000763_T001	CCHC-type domain-containing protein
OG0005214	Td00001aa000764_T001	SUI1 domain-containing protein
OG0016834	Td00001aa000765_T001	Xyloglucan endotransglucosylase/hydrolase
OG0005213	Td00001aa000766_T001	Isocitrate lyase
OG0006916	Td00001aa000769_T001	t-SNARE coiled-coil homology domain-containing protein
OG0012685	Td00001aa000770_T003	PGG domain-containing protein
OG0017499	Td00001aa000771_T001	Brittle stalk-2-like protein 5
OG0002742	Td00001aa000772_T002	Rab-GAP TBC domain-containing protein
OG0003280	Td00001aa000774_T001	EamA domain-containing protein (Fragment)
OG0005211	Td00001aa000775_T001	EamA domain-containing protein
OG0014773	Td00001aa000777_T003	"Glucose-6-phosphate/phosphate translocator 2, chloroplastic"
OG0000493	Td00001aa000778_T001	60S ribosomal protein L44
OG0005209	Td00001aa000779_T004	Septum-promoting GTP-binding protein 1
OG0014767	Td00001aa000780_T002	ABC transporter domain-containing protein
OG0021605	Td00001aa000783_T001	Patatin
OG0037256	Td00001aa000784_T001	Kringle domain-containing protein
OG0014166	Td00001aa000785_T001	Protein LHCP TRANSLOCATION DEFECT
OG0004032	Td00001aa000786_T005	Microtubule-associated protein TORTIFOLIA1
OG0003278	Td00001aa000787_T001	Taxane 13-alpha-hydroxylase
OG0002359	Td00001aa000788_T001	AAA+ ATPase domain-containing protein
OG0006911	Td00001aa000789_T001	Binding
OG0002476	Td00001aa000790_T002	Condensin-2 complex subunit H2
OG0018022	Td00001aa000791_T001	15.4 kDa class V heat shock protein
OG0002358	Td00001aa000793_T003	Polyadenylate-binding protein RBP45C
OG0026650	Td00001aa000795_T001	ENTH domain-containing protein
OG0007562	Td00001aa000796_T002	Protein DETOXIFICATION
OG0000934	Td00001aa000797_T001	DUF834 domain-containing protein
OG0006909	Td00001aa000798_T001	Senescence regulator
OG0009194	Td00001aa000799_T001	"Reactive Intermediate Deaminase A, chloroplastic"
OG0006908	Td00001aa000800_T004	tRNA wybutosine-synthesizing protein 2/3/4
OG0003277	Td00001aa000801_T002	Calcium-dependent protein kinase
OG0025418	Td00001aa000802_T001	HRDC domain-containing protein
OG0009193	Td00001aa000804_T001	ATP synthase gamma chain
OG0006906	Td00001aa000806_T001	Putative senescence regulator S40
OG0003276	Td00001aa000807_T002	Peptidase C1A papain C-terminal domain-containing protein
OG0006905	Td00001aa000808_T001	LRAT domain-containing protein
OG0049943	Td00001aa000809_T001	Nuclear speckle RNA-binding protein A
OG0003275	Td00001aa000810_T001	Ankyrin repeat domain-containing protein 13C
OG0002078	Td00001aa000812_T001	Bromo domain-containing protein
OG0009192	Td00001aa000813_T003	DNA repair protein RAD16
OG0006904	Td00001aa000814_T001	Glycine-rich cell wall structural protein
OG0024117	Td00001aa000817_T001	Glycine-rich cell wall structural protein-like
